"Country","Landscape","Household_ID","Round","Total_Income","AgIncome","NonAgIncome","AgInvestments"
"UGA","L03","LAqtBPvPxy","1",5060000,1410000,3650000,112500
"GHA","L02","LcDR4MVNrw","1",2260,2260,0,129
"GHA","L06","LeYiNjAjKi2","1",11944,9160,2784,891
"GHA","L06","LeYiNjAjKi2","1",11944,9160,2784,891
"UGA","L04","LEzTDqKV6f3","1",1905000,80000,1825000,0
"GHA","L05","LFwa12jnrL2","1",32940,32940,0,0
"RWA","L06","Lka6n6s87G","1",0,0,0,8920
"RWA","L06","Lka6n6s87G","2",85200,85200,0,2900
"TZA","L10","LmNxHx7ukq2","1",0,0,0,0
"GHA","L04","LMzw8JsSze","1",356.42858,200,156.42858,13
"UGA","L01","Lsy3YMkKGP2","1",5686285.9,18000,5668285.9,120000
"TZA","L10","LwsCZHjGPqA","1",287285.72,183000,104285.72,0
"UGA","L03","LXeBkVStet6","1",232142.86,180000,52142.86,12000
"GHA","L05","Ly7CbRbwGm9","1",2400,0,2400,40
"RWA","L02","LZ29vrnear2","1",1711000,1711000,0,111000
"TZA","L19","m2R4hghXWD6","1",1195000,1e+05,1095000,0
"RWA","L01","m6KCw7ZxQ47","1",545200,5200,540000,24000
"RWA","L01","m6KCw7ZxQ47","2",183000,3000,180000,14230
"RWA","L04","M8qxpz4tTs2","1",3000,3000,0,0
"UGA","L04","mBXHuSst1y6","1",0,0,0,4500
"UGA","L04","Mc7EjdDK3M3","1",7561328.6,151900,7409428.6,66000
"TZA","L03","McAcYh2ZV69","1",360000,360000,0,33000
"GHA","L02","MdadqCNEiL","1",8036.8572,6994,1042.8572,195
"RWA","L01","mDLfcyhvBu","1",0,0,0,10490
"RWA","L01","mDLfcyhvBu","2",488000.01,50000,438000.01,2100
"TZA","L20","mdqRMX9AQF6","1",150000,150000,0,0
"RWA","L07","mE3oDzqBqu4","1",952400,258900,693500,300
"TZA","L19","Mf1iaj3mXF6","1",1680000,6e+05,1080000,16000
"GHA","L02","MFMymqGXjf8","1",9510,9510,0,540
"TZA","L22","MG8Mg2FAfw4","1",150000,150000,0,7000
"RWA","L02","mhGSC5qMs53","1",5781500.004,124000,5657500.004,55540
"UGA","L07","mjcdtjVVCA6","1",1450000,1450000,0,60000
"GHA","L05","mKsBRiEXdL6","1",14185.7148,4800,9385.7148,159
"TZA","L03","MLdLHWK2Qr","1",24000,24000,0,13000
"TZA","L18","MmsqX496Yo9","1",994000,994000,0,147000
"UGA","L06","mpqcPSFDpCB","1",950714.3,450000,500714.3,72000
"RWA","L02","Mq9anduKdR9","1",816000,816000,0,219000
"TZA","L19","MqCGGaKzuz2","1",428000,428000,0,0
"RWA","L01","MsBreaQuEcA","1",697814.3,72100,625714.3,7702
"RWA","L01","MsBreaQuEcA","2",368000,3000,365000,19200
"RWA","L07","MScBRdzkSi4","1",214071.44,5500,208571.44,0
"UGA","L01","mSfzhnwYib5","1",1200000,0,1200000,20000
"TZA","L19","mUFTDYR9Aj","1",688000,688000,0,50000
"TZA","L10","mWbvKsGPM14","1",59000,59000,0,3000
"RWA","L02","MxhdeDaZTa9","1",813842.872,542700,271142.872,73500
"TZA","L20","mZbBzdZE8P5","1",416000,416000,0,16000
"TZA","L22","mzUJUxpe7c4","1",330000,330000,0,30000
"TZA","L10","N1YUZvnVaG5","1",14000,14000,0,59000
"GHA","L01","n3hCRp3nTfB","1",0,0,0,576
"UGA","L04","n4TwADF35","1",4835000,35000,4800000,90000
"TZA","L03","N5cedWi9F35","1",8618202,8068202,550000,32000
"UGA","L07","N9o6jRf3hy3","1",730000.04,0,730000.04,0
"TZA","L22","nD93MDvRgs2","1",21000,21000,0,0
"TZA","L11","nEEs7UdXKf6","1",703714.32,78000,625714.32,30500
"UGA","L07","nf2b6XaXDy3","1",3690000,40000,3650000,44000
"UGA","L03","nG6geyTvwq7","1",11535000,585000,10950000,45000
"GHA","L01","njfYPSwX6c8","1",330,330,0,60
"RWA","L02","nkB43h7a3u6","1",340000,256000,84000,107000
"RWA","L07","nkZFomM6JN2","1",389000,170000,219000,12000
"GHA","L03","nLAqDVxLW42","1",21244.2858,19680,1564.2858,1812
"RWA","L01","nMVazETomT7","1",1147714.3,8000,1139714.3,2000
"RWA","L01","nMVazETomT7","2",365000,101000,264000,0
"GHA","L05","nMZQwMPqKU4","1",240,0,240,0
"TZA","L03","NNkYVQpfzGB","1",178000,178000,0,2500
"TZA","L19","NnrfSQy1dmA","1",440264,20000,420264,0
"RWA","L06","nny1kAHD1A6","1",1618428.6,857000,761428.6,300
"RWA","L06","nny1kAHD1A6","2",140500,56500,84000,0
"RWA","L06","NpBRQomLNX3","1",1126642.9,344500,782142.9,0
"RWA","L06","NpBRQomLNX3","2",318500,318500,0,12400
"RWA","L06","NpVRwZSF9A9","1",1129500,462000,667500,2250
"RWA","L06","NpVRwZSF9A9","2",1175800,445800,730000,4000
"RWA","L01","Nq4M7PWJPS","1",363000,3000,360000,10200
"RWA","L01","Nq4M7PWJPS","2",586000,226000,360000,4000
"GHA","L04","NqtNJxp3qaB","1",70,70,0,72
"RWA","L07","NqznyHy6N16","1",69500,9500,60000,2700
"TZA","L03","Nt5ok1nPNM7","1",786142.9,4000,782142.9,3800
"RWA","L04","nUikVE2njA5","1",187500,5000,182500,12200
"GHA","L02","Ny58V5eghz7","1",8885,8885,0,1440
"GHA","L06","nYHDrtr9BkA","1",3105,1425,1680,555
"TZA","L10","nZ3uwA7syq7","1",3665300,15300,3650000,0
"GHA","L02","NZwEq9cA5VB","1",5430,5430,0,505
"GHA","L02","NZwEq9cA5VB","1",5430,5430,0,505
"GHA","L05","o1aKSCrDRMB","1",7549,7129,420,15
"GHA","L05","o1P6K2wcxu7","1",3200,3200,0,48
"RWA","L07","ob6Go1epkY4","1",880900,4900,876000,0
"TZA","L18","oDSCEcXBzq3","1",12597000.04,4500,12592500.04,0
"GHA","L03","oGAiiS5KTH6","1",8950,8950,0,3375
"UGA","L03","oimuabaAoj4","1",11905000,7080000,4825000,379300
"GHA","L02","oJSmP1FYvbB","1",630,630,0,156
"UGA","L01","ome4ka94t7","1",2050000,250000,1800000,0
"TZA","L03","onVKoJG2AfA","1",220000,220000,0,28000
"TZA","L18","onwJq3WmHg2","1",0,0,0,0
"RWA","L03","oSahYBywkW2","1",312000,20000,292000,4000
"TZA","L10","p5n6hjGyeL","1",2932000,84000,2848000,0
"GHA","L04","P6yZhzEGVc6","1",350,350,0,800
"UGA","L02","p7HQJGp7P14","1",3059214.3,426000,2633214.3,33000
"TZA","L20","pAiSMicbJb9","1",3613000,3613000,0,10000
"TZA","L19","pcKda2i8vd5","1",4466000,816000,3650000,5000
"GHA","L05","pdf1PrAkhV","1",6300,6300,0,36
"GHA","L02","pEa2FhYEyQ2","1",735,735,0,242.5
"UGA","L03","pfmDHWctSE3","1",1960000,135000,1825000,2400
"RWA","L06","PGN47oqwcT6","1",646500,135500,511000,0
"RWA","L06","PGN47oqwcT6","2",988000,550000,438000,1000
"GHA","L03","phfDZ3p9QE5","1",6300,6300,0,240
"TZA","L11","piP7A67YkU7","1",1210000,1210000,0,1e+05
"GHA","L04","pKpxx6da5u6","1",9051,9051,0,320
"UGA","L06","pMDUa1EHvb","1",587500,587500,0,20000
"TZA","L19","PnQa2dKYkK6","1",4275714.52,0,4275714.52,0
"GHA","L05","PpJDFyaTPe6","1",34100,34100,0,0
"TZA","L20","PrddN7Eh7v3","1",85000,85000,0,12500
"TZA","L20","PuLRmEWBe78","1",2732857.2,1690000,1042857.2,344000
"GHA","L01","PXb5NT8y8n6","1",1950,1950,0,297
"TZA","L20","pxqThuNPrG","1",5210000,1560000,3650000,92000
"UGA","L07","PxqUsT3Kg39","1",2770500,33000,2737500,34000
"RWA","L06","pYrS9Lnoio5","1",12000,12000,0,0
"RWA","L06","pYrS9Lnoio5","2",1e+05,1e+05,0,0
"TZA","L10","PZ5Q2bVsEX8","1",3713600,63600,3650000,40000
"UGA","L02","Q12jo3rceY8","1",50000,50000,0,12500
"TZA","L22","Q6XjbVrPyy9","1",184000,184000,0,0
"GHA","L03","qaB9PRByhQ7","1",25626,25026,600,1470
"GHA","L04","qAcLcu8zBx5","1",4692.8574,0,4692.8574,0
"GHA","L04","qAcLcu8zBx5","1",4692.8574,0,4692.8574,0
"TZA","L22","Qapm2uWHFt5","1",145000,145000,0,0
"TZA","L10","qBummgzDBd8","1",0,0,0,7500
"GHA","L05","QFh29fHsCvA","1",53639,53639,0,898
"GHA","L01","qG2u89ePnM3","1",600,0,600,48
"UGA","L07","qGGstvM2E46","1",365000,365000,0,2000
"GHA","L04","qie8QYVB3s6","1",3600,0,3600,170
"UGA","L02","QJMME7KeMn","1",330000,330000,0,0
"TZA","L22","qKTwmCQoWz5","1",4068857.2,146000,3922857.2,0
"RWA","L06","QLDaeeq1A6A","1",1377100,282100,1095000,22060
"RWA","L06","QLDaeeq1A6A","2",753000,96000,657000,11500
"GHA","L06","QNH5zfmLt2B","1",3355,3355,0,0
"TZA","L19","QnVf7PaErv","1",3715000,65000,3650000,0
"TZA","L20","QokjJw6sDKB","1",26001000,451000,25550000,0
"TZA","L10","qP3BigSRj28","1",1e+05,1e+05,0,32000
"UGA","L07","QP58gEJbLF8","1",1416500,321500,1095000,6000
"GHA","L01","qqEgat4rGk9","1",0,0,0,72
"TZA","L20","Qrakmh9TAb7","1",2742857.2,1100000,1642857.2,50000
"UGA","L02","QT4VeJxXHv4","1",3619000,2539000,1080000,167000
"RWA","L01","QUACw1VqWL2","1",1019750,239750,780000,16700
"RWA","L01","QUACw1VqWL2","2",160000,1e+05,60000,4200
"TZA","L11","QuoaS1YaSX9","1",5787286,573000,5214286,54000
"TZA","L20","QVFH5ibEfX","1",1845000,20000,1825000,21000
"GHA","L01","qy7poFPTo22","1",520,520,0,120
"UGA","L06","QybMet9zZh8","1",14932000,14932000,0,915000
"GHA","L05","QYtwXPgNBa3","1",16190,1790,14400,0
"GHA","L06","R24vZdb6HQ7","1",21900,11700,10200,1020
"UGA","L03","r4YWWf5e5x3","1",2625000,1425000,1200000,8000
"RWA","L06","R5nJaf2Sop9","1",545142.88,128000,417142.88,3000
"RWA","L06","R5nJaf2Sop9","2",293500,293500,0,2700
"UGA","L03","r8r378XZhzA","1",870000,30000,840000,20000
"RWA","L06","R9DTr4peJNA","1",157700,157700,0,12850
"TZA","L03","rai72yodTZ7","1",6e+05,0,6e+05,8000
"TZA","L20","RbeUER44T9B","1",222000,222000,0,25000
"RWA","L01","RCuAWjMUBmA","1",377350,83350,294000,2400
"RWA","L01","RCuAWjMUBmA","2",507300,32800,474500,1600
"GHA","L06","reM7upJxET6","1",1360.8572,318,1042.8572,36
"GHA","L06","reM7upJxET6","1",1360.8572,318,1042.8572,36
"GHA","L04","rfcJhQz5u38","1",525,525,0,508.4
"TZA","L22","RfzDYcp8cy2","1",3618000,330000,3288000,60000
"RWA","L04","rkEPTagLmF8","1",942000,942000,0,13000
"GHA","L02","RkxgfouGkY6","1",8021.4288,3850,4171.4288,449
"UGA","L03","rMuY6Uj3iMy","1",2104285.82,175000,1929285.82,0
"TZA","L10","Rmvq4s33Ev8","1",3420000,1020000,2400000,0
"UGA","L03","RnembMKrW72","1",2645000,350000,2295000,7500
"TZA","L11","RnWd36XhwD2","1",-662000,-662000,0,150000
"RWA","L03","rP7DxqhNrW3","1",1353000,42000,1311000,0
"RWA","L03","rQmTKtJ2h92","1",511000,0,511000,11000
"UGA","L01","rR4rphkhyt6","1",1484914.36,129200,1355714.36,0
"UGA","L03","rrTcscTcWH","1",1140000,1140000,0,31500
"UGA","L07","RscSHibFMZ","1",0,0,0,0
"TZA","L22","RTnL3zMj6T","1",4731428.8,560000,4171428.8,0
"GHA","L01","rvasPDxnwj3","1",6000,0,6000,245
"RWA","L03","rYhbEL7oXj9","1",581000,70000,511000,3000
"GHA","L04","rzTsdWdr6y3","1",720,720,0,98
"UGA","L03","s1YRqRa7dg5","1",3440285.72,935000,2505285.72,15000
"RWA","L03","s754vJkGDg2","1",320000,80000,240000,7200
"TZA","L19","sAJq9uruKa3","1",4130000,480000,3650000,0
"TZA","L18","sApJeip8V38","1",4191000,614000,3577000,72000
"GHA","L02","SAvMdkgq8K4","1",708,708,0,220
"UGA","L02","SDoi2yLPd6","1",1034557.16,721700,312857.16,0
"RWA","L04","seXpFZmj3a","1",1007142.9,225000,782142.9,1300
"GHA","L05","SGWDY8X7yo4","1",34225,22225,12000,180
"TZA","L10","SGWnjCX1hJ3","1",2157000,153000,2004000,62500
"RWA","L01","smz4XRTY7G6","1",360000,0,360000,0
"RWA","L01","smz4XRTY7G6","2",12000,12000,0,0
"RWA","L07","sohyYFGAMr9","1",275100,275100,0,24850
"TZA","L11","SqBCN18ii19","1",760000,40000,720000,19500
"TZA","L11","sqDAomp7sVA","1",3650000,0,3650000,0
"UGA","L01","SqGfB47Y5q3","1",11188814.52,1140600,10048214.52,0
"RWA","L02","sqHntKPZfk6","1",820000,90000,730000,2650
"RWA","L03","SS7UVs5jxa4","1",654535.727,130500,524035.727,7500
"GHA","L02","sSK4YGpVFE3","1",2085.7144,0,2085.7144,72
"GHA","L06","SstK2kLetr6","1",1920,0,1920,0
"TZA","L10","SUdaBvN6yMB","1",448000,448000,0,104000
"TZA","L22","T5DZd2AUTX7","1",28000,28000,0,2000
"RWA","L02","t8pSXYMtCP","1",1229000,24500,1204500,11300
"GHA","L06","Ta22RrxG4KB","1",200,200,0,230
"TZA","L18","TbNKmfWhji9","1",510000,510000,0,50000
"GHA","L02","tcEkwscfpH4","1",2780.00008,1320,1460.00008,240
"RWA","L02","tdcaU4K6FA3","1",510000,510000,0,99360.5
"UGA","L04","TdHhH26Qsi9","1",20400,20400,0,0
"UGA","L01","Te4C6DJXQq6","1",28800286.8,586000,28214286.8,56000
"TZA","L19","teFJypg3MU7","1",2658000,150000,2508000,0
"RWA","L01","TEgeq116YW6","1",240000,0,240000,0
"RWA","L01","TEgeq116YW6","2",172200,4200,168000,33000
"GHA","L03","TfTiB3qRvU2","1",7640,5720,1920,840
"GHA","L06","thieXHRj9r7","1",5448.57144,5240,208.57144,670
"GHA","L02","tKy51hwqVM2","1",6170,3290,2880,98
"RWA","L03","tmtcp1ke5eB","1",582500,282500,3e+05,15000
"UGA","L01","tNWzZ2EiTjA","1",240000,240000,0,14500
"RWA","L06","to8Gc5JzaT7","1",112142.86,60000,52142.86,10300
"RWA","L06","to8Gc5JzaT7","2",382285.72,278000,104285.72,3100
"TZA","L20","tQBVYhTSUx5","1",2112714.32,287000,1825714.32,9000
"UGA","L07","tsxUHiQSdd5","1",216000,216000,0,25000
"GHA","L04","tsyzA3E2k36","1",2880,2880,0,61
"RWA","L02","TSZ8yp6UEy4","1",0,0,0,4700
"RWA","L03","Tt5k1X1aefA","1",392000,32000,360000,9950
"UGA","L01","TTKHU3eLS44","1",1231971.48,293400,938571.48,12400
"RWA","L07","tU6yMt3dHA3","1",603900,243900,360000,0
"RWA","L07","tuxCwfbZQN9","1",34000,34000,0,15500
"GHA","L06","TVHKxGJD4T5","1",6000,0,6000,30
"RWA","L01","TWGYiMEN9K3","1",469285.74,0,469285.74,7000
"RWA","L01","TWGYiMEN9K3","2",105285.72,1000,104285.72,5700
"TZA","L18","tWqyJcJmuN5","1",212000,212000,0,80000
"RWA","L03","TY6c2BvPeq8","1",340000,1e+05,240000,13500
"RWA","L07","TYoYR9fk5v3","1",508100,252600,255500,0
"RWA","L04","tzDJcn6PLMB","1",619200,19200,6e+05,0
"TZA","L20","TzXCuVJ5tP5","1",2330000,2330000,0,0
"GHA","L05","U18xstU8LR7","1",1600,1600,0,0
"RWA","L02","U4AbXpgwpoA","1",1142000,182000,960000,8700
"GHA","L05","U7thyS2zJj8","1",2015,2015,0,10
"UGA","L01","U7Y9xmtZk89","1",2400000,0,2400000,0
"GHA","L06","uA6dFVY3tr2","1",3507.143,900,2607.143,30
"UGA","L04","UBoKCmEGFXB","1",6270000,1890000,4380000,372000
"TZA","L20","uDCakBEm7VB","1",4364000,4364000,0,90000
"TZA","L18","UDim1j4z9K9","1",3248571.46,850000,2398571.46,117000
"UGA","L07","udreQXLRb29","1",0,0,0,10400
"TZA","L18","udWPUwFP172","1",666000,666000,0,60000
"GHA","L01","UDYnaavH8U3","1",3,3,0,92
"GHA","L05","uF4YRcniT69","1",1000,1000,0,380
"TZA","L11","UGrmX3B1xb7","1",3498571.6,370000,3128571.6,29000
"UGA","L04","UKqsMYWu6S2","1",2975000,1150000,1825000,28000
"UGA","L07","uMco3gkx1Z8","1",10000,10000,0,0
"GHA","L03","UmXMMFYwnL4","1",5050,5050,0,595
"GHA","L03","UNJbgF8rDE4","1",2615,2615,0,645
"UGA","L07","uNqoVbaZpG3","1",3971428.6,450000,3521428.6,20800
"RWA","L02","Urb5aXE3gA2","1",333900,273900,60000,26500
"TZA","L03","utcTs5LcPQ7","1",585000,585000,0,30000
"GHA","L02","UUj4sWMqYC3","1",8884.2858,5520,3364.2858,128
"RWA","L03","UVBzkFMeZz9","1",187000,67000,120000,0
"UGA","L07","Uvc1cgf5XM9","1",160000,160000,0,0
"GHA","L06","uVDhbqsgm8B","1",4236,1500,2736,600
"UGA","L04","UYwovny68h","1",60000,60000,0,0
"TZA","L20","uz81YWocVs7","1",556428.6,35000,521428.6,35000
"UGA","L02","uZWP16YfzT5","1",810000,810000,0,17500
"UGA","L04","v29v4CgCb9A","1",4070000,420000,3650000,58000
"TZA","L18","v2cqtKhhmEB","1",440000,440000,0,45000
"GHA","L01","V42v2Qoi8j3","1",2191,2191,0,120
"GHA","L04","v5AnXEEYcG3","1",7696,7696,0,292
"UGA","L02","V5nBNdt5Wo9","1",802000,802000,0,1400
"RWA","L03","V6SdSqrYbJ7","1",182500,0,182500,0
"UGA","L01","vbnCBWJgn15","1",6517857.3,0,6517857.3,0
"RWA","L07","vC1xGx4WFW","1",436700,436700,0,6200
"TZA","L03","vCAfAwy9KTA","1",25000,25000,0,2000
"UGA","L01","vCMe7iY3tJ","1",365000.02,0,365000.02,0
"RWA","L06","vdieyWj8obA","1",709000,52000,657000,4000
"RWA","L06","vdieyWj8obA","2",344360,52360,292000,800
"RWA","L02","VDYfVRu3Q44","1",17000,17000,0,46750
"UGA","L03","ve5Vid3J3j2","1",632000,272000,360000,20000
"RWA","L03","Vh74sMy7UM8","1",1582928.61,32000,1550928.61,0
"TZA","L18","VhjsvzpdVX8","1",1202000,242000,960000,20000
"UGA","L01","VHVUj6zT8c6","1",4930000.24,550000,4380000.24,6000
"UGA","L04","vkQ3CHAz8S2","1",5485000,0,5485000,7500
"RWA","L01","VM1oxfq9wgB","1",190000,190000,0,30850
"RWA","L01","VM1oxfq9wgB","2",332500,236500,96000,41600
"RWA","L02","voQqwNL5SR4","1",1013457.16,700600,312857.16,63400
"TZA","L10","VpdWTmuL8k8","1",1668571.52,0,1668571.52,10000
"UGA","L03","vPv6VoT5Hx6","1",31500,31500,0,0
"UGA","L03","VQjx1ubsk84","1",2235000,50000,2185000,51000
"GHA","L06","vqK89X1n7z7","1",9617.1432,570,9047.1432,144
"UGA","L01","vsXLkjJ58x2","1",10401428.72,30000,10371428.72,14000
"TZA","L11","VTttxxMVpA7","1",0,0,0,0
"TZA","L20","Vuke4bM37hA","1",7894500,7894500,0,30000
"TZA","L18","vvfZmP19Kx","1",7480000,180000,7300000,344300
"GHA","L04","vVmon4etMR7","1",0,0,0,0
"RWA","L03","vvZZdLufJK3","1",240000,0,240000,3000
"UGA","L04","vwWMrLhFgq5","1",0,0,0,0
"TZA","L20","VxhDa2qgmM7","1",3335000,50000,3285000,0
"UGA","L01","VyrUWsmH5zA","1",115339642.9,90000,115249642.9,35000
"GHA","L02","vyxUdnM5dv5","1",8058,1338,6720,52
"GHA","L01","vz6UQ8NGgEA","1",685,685,0,306
"UGA","L02","w27bEeu1DR","1",1109500,1109500,0,1000
"TZA","L19","W5cRAyZKiP3","1",3650000,0,3650000,0
"GHA","L03","w5r45534D96","1",1100,1100,0,75
"TZA","L22","w7mhEiauzv4","1",1385171.5,81600,1303571.5,12000
"GHA","L06","W8ZrkDDq8B","1",1530,1530,0,0
"GHA","L04","wbguRJt7c17","1",12486,12486,0,112
"UGA","L01","wEEPeGoe7x7","1",2480571.5,505000,1975571.5,0
"TZA","L22","WEJAJe36mh4","1",1800000,0,1800000,10000
"GHA","L04","WgmUQnWemm7","1",8927,8927,0,81
"GHA","L05","wGsPM221dM8","1",2125.0001,300,1825.0001,0
"RWA","L07","Wj18gYU55E5","1",127500.004,54500,73000.004,600
"UGA","L06","wJPLc9G7D59","1",9865714.3,480000,9385714.3,132000
"TZA","L22","WjvUqZyb157","1",150000,150000,0,10000
"UGA","L06","WKmRQnKoHA8","1",2227500,37500,2190000,0
"UGA","L04","WmaX2iuVse5","1",80000,80000,0,34000
"UGA","L02","WMFdhZg7RN5","1",329714.3,69000,260714.3,61200
"RWA","L01","wPk7iGeM1n2","1",259250,259250,0,60800
"RWA","L01","wPk7iGeM1n2","2",177000,33000,144000,3000
"RWA","L04","wr5wPxGTis","1",718000,370000,348000,22950
"GHA","L05","wTASpGRGc38","1",33600,33600,0,0
"TZA","L20","wtdrsEsEBX2","1",5513000,4313000,1200000,60000
"GHA","L02","Wth4nHzDVc8","1",3128.5716,0,3128.5716,41
"GHA","L03","wtorB9F7hm5","1",5300,5300,0,536
"RWA","L02","WuExMq5R6A9","1",557500,10000,547500,4500
"RWA","L07","WVpeXYVGNq8","1",34000,34000,0,600
"TZA","L11","WvS53Ci87D3","1",0,0,0,31000
"GHA","L04","WWKohq5CDc4","1",400,400,0,20
"GHA","L05","WX9WPcwEjJ9","1",19115,12155,6960,3055
"TZA","L10","wXNS3oTZiX8","1",5000,5000,0,2500
"RWA","L01","wy7axJB9t4A","1",1000,1000,0,3400
"RWA","L01","wy7axJB9t4A","2",0,0,0,1200
"UGA","L07","x16vgM9iGq3","1",1030000,1030000,0,85000
"UGA","L07","x3KJboY4Wn4","1",658000,658000,0,50700
"TZA","L03","x3YWH9QUug","1",296000,296000,0,0
"GHA","L04","X4aAZpreBL7","1",40,40,0,0
"RWA","L03","x7bE3Pdy8h5","1",312857.16,0,312857.16,10400
"TZA","L22","X9YiaEDanB7","1",0,0,0,0
"UGA","L06","Xab6HD3Zh47","1",240000,240000,0,64000
"RWA","L02","xAHNqyKKrL4","1",160000,160000,0,237000
"TZA","L03","XaYWTVN67N4","1",360000,360000,0,15000
"UGA","L06","XBSg6BUGH3","1",410000,410000,0,24000
"TZA","L11","xcn3a9uEQZB","1",190000,190000,0,62500
"RWA","L04","Xcq8cPDrtJA","1",190000,10000,180000,19750
"RWA","L04","xcxoHDFasQA","1",192500,10000,182500,12500
"TZA","L19","XDQ9iJinQy9","1",888000,18000,870000,15000
"GHA","L05","XEA6aofdZo5","1",15084.2858,11960,3124.2858,15
"GHA","L01","Xg5bY5Ztxx2","1",0,0,0,60
"GHA","L02","XiQuiDjntD2","1",4528.7144,2083,2445.7144,345
"UGA","L04","xJ36NSni7X2","1",521428.6,0,521428.6,0
"GHA","L06","xJHuYg9HkC4","1",3030,3030,0,79
"TZA","L18","xkrLWnDGpw7","1",0,0,0,0
"GHA","L02","XqoC5saQNR5","1",2140,2140,0,36
"RWA","L04","xRKbT2uWYL4","1",165500,165500,0,49140
"RWA","L02","XrphaE61Jh6","1",610000,10000,6e+05,19000
"UGA","L01","xVFJcnicr68","1",9385714.8,0,9385714.8,0
"TZA","L11","Xwug52WXRu6","1",23000,23000,0,0
"UGA","L07","xwVxszyCYQ","1",8125000,2650000,5475000,0
"RWA","L01","XXFzjtd2A8","1",516400,5400,511000,1500
"RWA","L01","XXFzjtd2A8","2",6000,6000,0,2100
"RWA","L06","XZQvXo5qT34","1",106000,106000,0,12000
"RWA","L06","XZQvXo5qT34","2",73000,73000,0,1350
"RWA","L02","y5bMEWTbk12","1",170000,170000,0,133500
"RWA","L06","yaHQ7ni6ar4","1",177285.72,73000,104285.72,2100
"RWA","L04","yCPYya5PZfA","1",240000,0,240000,8500
"GHA","L04","yDfj9pye3S8","1",32600,3400,29200,80
"GHA","L06","ydHcUTHKzD7","1",0,0,0,45
"RWA","L04","YDokUMGBos2","1",488000,488000,0,3000
"RWA","L03","ydvLLQUM1wA","1",285500,30000,255500,0
"TZA","L20","yE1Xsrhzmk8","1",708000,408000,3e+05,15000
"RWA","L03","YfvDPbb5H85","1",105000,105000,0,0
"TZA","L18","yhsx6xFzAD","1",6e+05,6e+05,0,0
"RWA","L01","yjXM15j8fo9","1",135640,3640,132000,4880
"RWA","L01","yjXM15j8fo9","2",14200,14200,0,0
"TZA","L22","yku5wXeXnu9","1",40000,40000,0,0
"TZA","L03","yLS96zjnvX6","1",1010000,650000,360000,199000
"GHA","L03","ymaHgFS7sD7","1",3592.8572,2550,1042.8572,772
"UGA","L02","ypMu1Vkfqo9","1",665000,65000,6e+05,18000
"TZA","L10","yPna76R7KH6","1",448000,88000,360000,10000
"GHA","L03","YqAFB2BMNLB","1",18120,18120,0,659
"RWA","L04","YR25C1AKLBA","1",0,0,0,1000
"GHA","L06","Yt9L1fZvpf5","1",43360,38800,4560,80
"UGA","L01","YTTV9E8N5B7","1",3536450,3536450,0,7000
"RWA","L06","YVG8nKF7bC4","1",607900,247900,360000,2730
"RWA","L06","YVG8nKF7bC4","2",236000,236000,0,1000
"TZA","L11","ywS4MJJe4cB","1",1754000,554000,1200000,11000
"UGA","L06","YXV6xbSxws2","1",380000,380000,0,66000
"GHA","L06","yyBkps8kGBB","1",58400.0032,0,58400.0032,16
"RWA","L07","yyXhtLq72C2","1",419500,107500,312000,4700
"UGA","L02","Yz9QZdfbFV","1",747000.02,382000,365000.02,10000
"TZA","L19","yzbJgVuQFv2","1",3946571.64,88000,3858571.64,0
"RWA","L02","z7c7QHaTTe7","1",327000,327000,0,91490
"UGA","L04","z9PS7Qjy5L2","1",3365000,1540000,1825000,170000
"TZA","L03","ZaEAz3d3Dr6","1",22000,22000,0,53000
"GHA","L05","zAweUkHmCz8","1",13320,13320,0,0
"TZA","L10","ZAXs3MY83J","1",0,0,0,3000
"TZA","L03","ZAZu9eYNzaA","1",9552200,427200,9125000,52000
"TZA","L20","ZbDwCBkG2A5","1",517142.88,1e+05,417142.88,0
"GHA","L04","zbPhVbZ2hNA","1",5469,5469,0,175
"UGA","L02","ZbpM6thc1b2","1",2920000,0,2920000,0
"TZA","L19","ZBSFxdohGu7","1",2345000,905000,1440000,30000
"TZA","L11","ZC9BxGQiLT8","1",3680000,30000,3650000,0
"UGA","L04","zCz7aSrczL2","1",120000,120000,0,0
"TZA","L19","zddQBRJke87","1",470000,470000,0,0
"GHA","L04","zebc4qh1zU8","1",11271.429,2250,9021.429,342.25
"TZA","L20","ZeurtKQcW93","1",7365000,65000,7300000,1e+05
"GHA","L01","ZgVCya2zX73","1",36520.0016,7320,29200.0016,1345
"TZA","L19","ziHZfbph8gA","1",3868500,36000,3832500,0
"TZA","L03","znifEwvA5C4","1",10000,10000,0,22000
"GHA","L04","znLkiipm6hB","1",1510,1510,0,434
"UGA","L06","ZpzNhUcn8E4","1",6324286,150000,6174286,90000
"TZA","L10","ZRuCufE5rt9","1",1086000,6000,1080000,0
"TZA","L20","zRYovaahru9","1",2.4e+07,2.4e+07,0,322000
"TZA","L18","ZSL3mumZ4X8","1",1015000,1015000,0,544000
"UGA","L06","Zsq7RscRsJA","1",535714.3,275000,260714.3,10000
"GHA","L01","ZsXLTqgEPA2","1",44642.1453,60,44582.1453,121
"UGA","L06","ZU7tm63WQNB","1",160000,160000,0,79000
"UGA","L04","ZVVKrqxAx48","1",42980000,260000,42720000,52000
"UGA","L07","zVWFb5eAbV7","1",915000,185000,730000,32500
