"Country","Landscape","Household_ID","Round","size","literate","years","age"
"RWA","L06","dVN9QRTY6b4","2",4,0.5,3,18.75
"RWA","L06","e3YsHqYkYK6","1",3,0.666666666666667,2.66666666666667,21
"RWA","L06","e3YsHqYkYK6","2",4,0.5,1.5,16.5
"RWA","L06","fiLpRcMBzoA","1",4,0.25,2,25.75
"RWA","L06","fiLpRcMBzoA","2",4,0.25,2.25,26.75
"RWA","L06","H4YdiXt5cz3","1",7,0.571428571428571,2.85714285714286,19.5714285714286
"RWA","L06","H4YdiXt5cz3","2",7,0.714285714285714,3.57142857142857,20
"RWA","L06","HbRbhAKMLv3","1",2,0.5,3,28
"RWA","L06","HbRbhAKMLv3","2",2,0.5,3,29
"RWA","L06","jQRmJu3n453","1",4,0.5,3.25,18.25
"RWA","L06","jQRmJu3n453","2",4,0.5,3.25,19.25
"RWA","L06","JYjBoTCdte4","1",5,0.6,5,20.6
"RWA","L06","JYjBoTCdte4","2",5,0.4,3.8,21.8
"RWA","L06","kKLu4qgLM62","1",4,0,1,20
"RWA","L06","kKLu4qgLM62","2",3,0,1,16.6666666666667
"RWA","L06","kxErk1sYmQB","1",4,0.5,2.25,16
"RWA","L06","kxErk1sYmQB","2",4,0.5,2.75,16.75
"RWA","L06","Lka6n6s87G","1",4,1,8,38.25
"RWA","L06","Lka6n6s87G","2",5,1,8.2,37.2
"RWA","L06","nny1kAHD1A6","1",2,1,5.5,43.5
"RWA","L06","nny1kAHD1A6","2",2,1,5.5,44.5
"RWA","L06","NpBRQomLNX3","1",3,0.666666666666667,4,18.3333333333333
"RWA","L06","NpBRQomLNX3","2",4,0.5,2.75,14.5
"RWA","L06","NpVRwZSF9A9","1",5,1,5,29.2
"RWA","L06","NpVRwZSF9A9","2",5,1,4.4,30
"RWA","L06","PGN47oqwcT6","1",2,0,0,51
"RWA","L06","PGN47oqwcT6","2",2,0,1,51
"RWA","L06","pYrS9Lnoio5","1",3,0.333333333333333,3.33333333333333,31.6666666666667
"RWA","L06","pYrS9Lnoio5","2",3,0.333333333333333,3.66666666666667,29.3333333333333
"RWA","L06","QLDaeeq1A6A","1",11,0.545454545454545,3.09090909090909,20.5454545454545
"RWA","L06","QLDaeeq1A6A","2",10,0.6,3.6,22.9
"RWA","L06","R5nJaf2Sop9","1",3,0.333333333333333,2.33333333333333,40.6666666666667
"RWA","L06","R5nJaf2Sop9","2",2,0,0.5,53.5
"RWA","L06","R9DTr4peJNA","1",4,1,7.75,38.5
"RWA","L06","R9DTr4peJNA","2",3,1,6.66666666666667,45.6666666666667
"RWA","L06","to8Gc5JzaT7","1",4,0.25,2,31.25
"RWA","L06","to8Gc5JzaT7","2",4,0.5,2.5,32
"RWA","L06","vdieyWj8obA","1",5,0.6,3.8,17.6
"RWA","L06","vdieyWj8obA","2",5,0.8,4.2,18.6
"RWA","L06","XZQvXo5qT34","1",5,0.2,1.2,20
"RWA","L06","XZQvXo5qT34","2",5,0.2,1.4,20.8
"RWA","L06","yaHQ7ni6ar4","1",4,0.5,3,18.75
"RWA","L06","yaHQ7ni6ar4","2",4,0.5,3,19.5
"RWA","L06","YVG8nKF7bC4","1",6,0.333333333333333,2.66666666666667,16.1666666666667
"RWA","L06","YVG8nKF7bC4","2",6,0.5,2.66666666666667,17
"RWA","L07","1tDK7dEA7q4","1",4,1,5,30.75
"RWA","L07","3aT11RTk4H8","1",4,0.25,2.25,19
"RWA","L07","5FTsNB6cw66","1",5,0.2,1.6,7.2
"RWA","L07","8LgQmjxaed7","1",4,0.5,2,14
"RWA","L07","8QSNRiJbU45","1",5,0.4,1.6,13
"RWA","L07","8rMnuSjsKfA","1",8,0.625,2.625,21.125
"RWA","L07","9s7aPD8ZRh7","1",5,0.8,3.2,32.2
"RWA","L07","9yvw1XWDNpA","1",3,0.666666666666667,3.33333333333333,25.3333333333333
"RWA","L07","ah2mXHfB7w4","1",6,0.5,2.16666666666667,19.6666666666667
"RWA","L07","C3b2zHKsNU3","1",5,0.2,1.4,36.8
"RWA","L07","C56aeDFWPa7","1",3,0.666666666666667,2.66666666666667,32.6666666666667
"RWA","L07","CnrK9APvaT4","1",3,0.666666666666667,4,29.3333333333333
"RWA","L07","cQsxahQ8sm8","1",5,0.2,1.6,15.2
"RWA","L07","EhXFcHgzLr8","1",4,0.5,4.5,41.75
"RWA","L07","j3meptUjcsA","1",5,0.2,1.2,15.2
"RWA","L07","Kg7uwpdD4P5","1",5,0.4,2.6,22
"RWA","L07","mE3oDzqBqu4","1",5,0.6,4,16.2
"RWA","L07","MScBRdzkSi4","1",9,0.555555555555556,2.33333333333333,18.7777777777778
"RWA","L07","nkZFomM6JN2","1",4,0.25,2,23
"RWA","L07","NqznyHy6N16","1",5,0.4,1.8,14.8
"RWA","L07","ob6Go1epkY4","1",8,0.75,4.25,26.25
"RWA","L07","sohyYFGAMr9","1",10,0.3,1.4,18.3
"RWA","L07","tU6yMt3dHA3","1",7,0.428571428571429,2.85714285714286,32.2857142857143
"RWA","L07","tuxCwfbZQN9","1",5,1,7.8,28.6
"RWA","L07","TYoYR9fk5v3","1",6,0.666666666666667,3.33333333333333,18.1666666666667
"RWA","L07","vC1xGx4WFW","1",2,0.5,1,67.5
"RWA","L07","Wj18gYU55E5","1",5,0.8,2.6,17.6
"RWA","L07","WVpeXYVGNq8","1",6,0.5,2,26.5
"RWA","L07","yyXhtLq72C2","1",6,1,4.33333333333333,19.3333333333333
"RWA","L07","zywmeprmCJ6","1",3,0.666666666666667,3,15.3333333333333
"TZA","L03","41YTq8opiW8","1",5,0.4,3,11.2
"TZA","L03","5R7zjWiS4o","1",7,0.714285714285714,4.28571428571429,27.4285714285714
"TZA","L03","8RDtceCXmi7","1",5,0.6,4.4,22.4
"TZA","L03","9WWgnSHHAA6","1",11,0.727272727272727,4.36363636363636,17.9090909090909
"TZA","L03","dFX9VzkXhCA","1",9,0.666666666666667,3.44444444444444,13.2222222222222
"TZA","L03","e7KZhetzbx","1",9,0.555555555555556,2.11111111111111,14.4444444444444
"TZA","L03","Goj6tydZtp2","1",3,0.666666666666667,4.66666666666667,16.6666666666667
"TZA","L03","hfEUg9n1AW4","1",5,0,0,11.4
"TZA","L03","hwqvpwm7Wz7","1",4,0.75,3.75,16
"TZA","L03","j18hwWBcwh5","1",3,0.333333333333333,2.33333333333333,37.3333333333333
"TZA","L03","JdnGCqPhcWB","1",2,1,5.5,61
"TZA","L03","kjuUHkF5wTB","1",2,0.5,3.5,24
"TZA","L03","KkYJfxvuWf6","1",9,0.777777777777778,4.44444444444444,20.1111111111111
"TZA","L03","KyapRja3Pi6","1",4,0.25,1.5,11.75
"TZA","L03","KYf3aU1imH5","1",9,0.777777777777778,5,19.7777777777778
"TZA","L03","McAcYh2ZV69","1",11,0.454545454545455,2.72727272727273,15
"TZA","L03","MLdLHWK2Qr","1",9,0,0,16.5555555555556
"TZA","L03","N5cedWi9F35","1",4,0.75,4.5,19.25
"TZA","L03","NNkYVQpfzGB","1",5,1,5.4,27.6
"TZA","L03","Nt5ok1nPNM7","1",9,0.777777777777778,3.88888888888889,18.7777777777778
"TZA","L03","onVKoJG2AfA","1",7,1,6,23.4285714285714
"TZA","L03","rai72yodTZ7","1",2,1,7.5,19.5
"TZA","L03","utcTs5LcPQ7","1",2,0,2,30
"TZA","L03","vCAfAwy9KTA","1",2,0.5,3,64
"TZA","L03","x3YWH9QUug","1",3,0.666666666666667,2.33333333333333,42.3333333333333
"TZA","L03","XaYWTVN67N4","1",4,0.25,4,39.5
"TZA","L03","yLS96zjnvX6","1",2,1,11.5,43.5
"TZA","L03","ZaEAz3d3Dr6","1",8,0.75,3.125,17.25
"TZA","L03","ZAZu9eYNzaA","1",10,1,5.5,18.5
"TZA","L03","znifEwvA5C4","1",2,1,3.75,56
"TZA","L10","2GJh9RvP6U3","1",4,0.75,5,28.75
"TZA","L10","6gioKTgu1a9","1",6,0.833333333333333,6.5,26.8333333333333
"TZA","L10","7NvFkzHDPpA","1",3,1,4,53.3333333333333
"TZA","L10","9ES5SSTauT6","1",3,0.666666666666667,3.66666666666667,53.6666666666667
"TZA","L10","bbQXrXaEo96","1",6,0.666666666666667,4.83333333333333,19
"TZA","L10","Br9y98ZGdk8","1",4,0.5,4,26.25
"TZA","L10","dtBzhqj3kQA","1",8,0.75,3.5,16.25
"TZA","L10","g2ZqebmF5z8","1",7,0.428571428571429,1.42857142857143,22.7142857142857
"TZA","L10","Gc14tmsJ7A3","1",4,0.75,3.75,36.5
"TZA","L10","gULVGjZq1b6","1",3,0.333333333333333,2.66666666666667,37.3333333333333
"TZA","L10","j5dyUZUjo25","1",6,1,4.83333333333333,26.6666666666667
"TZA","L10","KqZvf5fBTQ7","1",5,0.4,1.6,13.8
"TZA","L10","kRcrpHwnrk4","1",6,0.333333333333333,1.16666666666667,22.5
"TZA","L10","LmNxHx7ukq2","1",3,0.333333333333333,1.33333333333333,25.3333333333333
"TZA","L10","LwsCZHjGPqA","1",6,0.666666666666667,5.66666666666667,23.3333333333333
"TZA","L10","mWbvKsGPM14","1",7,0.714285714285714,1.57142857142857,25.1428571428571
"TZA","L10","N1YUZvnVaG5","1",4,0.5,3.5,16.5
"TZA","L10","nZ3uwA7syq7","1",5,0.4,1.8,21.2
"TZA","L10","p5n6hjGyeL","1",7,0.714285714285714,3.14285714285714,14.8571428571429
"TZA","L10","PZ5Q2bVsEX8","1",9,0.777777777777778,3.44444444444444,15
"TZA","L10","qBummgzDBd8","1",7,0.428571428571429,2.71428571428571,16.1428571428571
"TZA","L10","qP3BigSRj28","1",4,0.5,4,14.5
"TZA","L10","Rmvq4s33Ev8","1",4,1,5.375,34.25
"TZA","L10","SGWnjCX1hJ3","1",5,0.8,3.8,16.8
"TZA","L10","SUdaBvN6yMB","1",7,0.714285714285714,3.42857142857143,19.5714285714286
"TZA","L10","VpdWTmuL8k8","1",4,0.75,3,17.5
"TZA","L10","wXNS3oTZiX8","1",8,0.75,2.5,15.5
"TZA","L10","yPna76R7KH6","1",5,0.4,2,21
"TZA","L10","ZAXs3MY83J","1",5,0.4,2,34
"TZA","L10","ZRuCufE5rt9","1",5,0.6,3.8,30.4
"TZA","L11","17tw28pAwD3","1",4,0.75,7,21
"TZA","L11","2JxppdNdy1B","1",4,0.75,3.25,20.25
"TZA","L11","2tw7sF6jPB4","1",3,0.666666666666667,4.66666666666667,50.3333333333333
"TZA","L11","3bdaYKw2CU5","1",6,1,8.83333333333333,27.1666666666667
"TZA","L11","51brKTHzvAB","1",3,0.666666666666667,4.66666666666667,15.3333333333333
"TZA","L11","8bfdq81qVM8","1",3,0.666666666666667,3.66666666666667,37
"TZA","L11","BXfxdbawNd8","1",2,1,4,69
"TZA","L11","ckvwCyqWX59","1",4,0.75,5.25,17.75
"TZA","L11","CnNmmWuhuE4","1",4,0.5,2.25,15.5
"TZA","L11","eBi2TWWBfPA","1",2,0.5,3.5,37.5
"TZA","L11","ERzfUDJvVr5","1",3,0.666666666666667,4.66666666666667,20.3333333333333
"TZA","L11","fMF9APviXm9","1",2,1,2.25,60
"TZA","L11","gUGmee9jeJA","1",2,1,4,62
"TZA","L11","i6gRP4KTv4B","1",1,0,0,50
"TZA","L11","JADsmRVzNUA","1",4,0.5,5,13.25
"TZA","L11","kqzsJGqsJH5","1",6,1,7.83333333333333,28.6666666666667
"TZA","L11","ktUuHHCU1Q5","1",3,0.666666666666667,3.33333333333333,29.3333333333333
"TZA","L11","nEEs7UdXKf6","1",2,1,6.5,29.5
"TZA","L11","piP7A67YkU7","1",4,1,8.75,28.5
"TZA","L11","QuoaS1YaSX9","1",7,0.857142857142857,3.71428571428571,22
"TZA","L11","RnWd36XhwD2","1",7,0.857142857142857,7.85714285714286,22.1428571428571
"TZA","L11","SqBCN18ii19","1",3,1,7.33333333333333,29
"TZA","L11","sqDAomp7sVA","1",5,1,4.4,18.2
"TZA","L11","UGrmX3B1xb7","1",3,0.666666666666667,5.66666666666667,17
"TZA","L11","VTttxxMVpA7","1",5,0.6,5.2,17.4
"TZA","L11","WvS53Ci87D3","1",1,1,7,50
"TZA","L11","xcn3a9uEQZB","1",4,0.75,3.25,55.75
"TZA","L11","Xwug52WXRu6","1",1,0,0,63
"TZA","L11","ywS4MJJe4cB","1",5,1,4,20.6
"TZA","L11","ZC9BxGQiLT8","1",6,0.833333333333333,5.5,23.8333333333333
"TZA","L18","1U2KYPp4RE4","1",2,0,0,41.5
"TZA","L18","2zFRVcySNg6","1",7,0.571428571428571,2.57142857142857,36.2857142857143
"TZA","L18","5xjULrvkzz3","1",3,0.666666666666667,4.66666666666667,20.6666666666667
"TZA","L18","6NYkNXf4fW6","1",8,1,7.25,28
"TZA","L18","6s9v6agXWi3","1",4,1,9,26.5
"TZA","L18","7GEs4txMBL9","1",5,1,5.8,24.6
"TZA","L18","9921bP6EeY4","1",7,0.571428571428571,2.28571428571429,16.7142857142857
"TZA","L18","AcecNqxEnz4","1",4,1,5,24.75
"TZA","L18","ayZb55CgmK4","1",8,0.5,5.875,27
"TZA","L18","dyd2EZBuR66","1",4,0.5,4.25,15.5
"TZA","L18","fKYGZhSCHi5","1",5,0.8,4.6,24
"TZA","L18","GZButysJgS4","1",4,1,8,42
"TZA","L18","HGnHsWKAkp3","1",5,0.6,4.6,29.8
"TZA","L18","HWkzcSXQNG2","1",4,0.75,1.25,14.75
"TZA","L18","JsmhauRP8E9","1",8,0.5,3.25,16.125
"TZA","L18","KWsyirYykp","1",2,0.5,3.5,32
"TZA","L18","MmsqX496Yo9","1",4,0.5,3.5,24
"TZA","L18","oDSCEcXBzq3","1",4,1,4.5,20.75
"TZA","L18","onwJq3WmHg2","1",4,0.5,4.5,14
"TZA","L18","sApJeip8V38","1",5,0.8,3.4,26
"TZA","L18","TbNKmfWhji9","1",5,1,6.2,26
"TZA","L18","tWqyJcJmuN5","1",6,0.666666666666667,4.33333333333333,22
"TZA","L18","UDim1j4z9K9","1",6,0.666666666666667,3,14.3333333333333
"TZA","L18","udWPUwFP172","1",8,0.625,3.625,20
"TZA","L18","v2cqtKhhmEB","1",3,0.666666666666667,2.66666666666667,17
"TZA","L18","VhjsvzpdVX8","1",5,1,9.6,30.6
"TZA","L18","vvfZmP19Kx","1",4,0.5,3.5,16.5
"TZA","L18","xkrLWnDGpw7","1",2,1,6.5,38
"TZA","L18","yhsx6xFzAD","1",5,1,6,23
"TZA","L18","ZSL3mumZ4X8","1",3,0.666666666666667,4.66666666666667,43.6666666666667
"TZA","L19","4FP6ukTTsQ8","1",5,0.2,0.6,31.2
"TZA","L19","4LtjetWmyU6","1",8,1,5.75,23
"TZA","L19","6auvr3dPvX4","1",4,0.75,3.5,28.25
"TZA","L19","a77UhCZgDh2","1",6,0.666666666666667,3.16666666666667,14.5
"TZA","L19","aFuKnt435e8","1",8,1,5.125,25.5
"TZA","L19","aNYTfhJUuk9","1",3,1,8,39
"TZA","L19","B7g3YrTCTUB","1",3,0.666666666666667,1.66666666666667,51
"TZA","L19","BcLx8GwEyf5","1",5,1,5,29.2
"TZA","L19","fUSEvjoZCe","1",5,0.8,5.4,19.2
"TZA","L19","gpPmZSQZXY5","1",4,0.5,4.25,13.5
"TZA","L19","GV2SBh2drm7","1",7,0.571428571428571,2.85714285714286,18.2857142857143
"TZA","L19","jiVQaMk2ZR","1",2,1,7,24
"TZA","L19","kDWcVHqaaf2","1",6,0.833333333333333,5,25.6666666666667
"TZA","L19","KeAxwek3yC4","1",3,0.333333333333333,2.33333333333333,13
"TZA","L19","m2R4hghXWD6","1",4,1,2.5,24
"TZA","L19","Mf1iaj3mXF6","1",2,1,5.5,53
"TZA","L19","MqCGGaKzuz2","1",4,0.5,2.25,28.75
"TZA","L19","mUFTDYR9Aj","1",2,1,8,42.5
"TZA","L19","NnrfSQy1dmA","1",7,0.714285714285714,2.71428571428571,15
"TZA","L19","pcKda2i8vd5","1",3,0.666666666666667,4.66666666666667,15.6666666666667
"TZA","L19","PnQa2dKYkK6","1",3,0.666666666666667,4.66666666666667,19.3333333333333
"TZA","L19","QnVf7PaErv","1",8,0.625,2.875,16.125
"TZA","L19","sAJq9uruKa3","1",8,1,6,23.25
"TZA","L19","teFJypg3MU7","1",7,0.857142857142857,4.42857142857143,24
"TZA","L19","W5cRAyZKiP3","1",4,0.5,4,34
"TZA","L19","XDQ9iJinQy9","1",5,1,1.4,32.4
"TZA","L19","yzbJgVuQFv2","1",8,0.625,3.125,20.75
"TZA","L19","ZBSFxdohGu7","1",1,1,7,39
"TZA","L19","zddQBRJke87","1",6,0.833333333333333,5,34.1666666666667
"TZA","L19","ziHZfbph8gA","1",8,0.625,2.375,18.125
"TZA","L20","1AHvfwxYcT6","1",7,0.428571428571429,1,16
"TZA","L20","65WUiskq7g6","1",13,0.0769230769230769,0.538461538461538,12.8461538461538
"TZA","L20","ciQdXdUfHV6","1",5,0.8,5.2,31
"TZA","L20","EhEwHyqcgE7","1",7,0.428571428571429,1.85714285714286,13
"TZA","L20","EnufChhcvN6","1",4,0.75,5.25,33.75
"TZA","L20","G8pqkT9RvZB","1",14,0.5,3.07142857142857,19.3571428571429
"TZA","L20","HPHgA99tPJA","1",16,0.3125,2.0625,24.1875
"TZA","L20","iRjEJTUQTW4","1",8,0.5,1.125,29.5
"TZA","L20","JbsDyyJEsp2","1",10,0,0,17.7
"TZA","L20","mdqRMX9AQF6","1",6,0.666666666666667,3.83333333333333,28.8333333333333
"TZA","L20","mZbBzdZE8P5","1",5,0.8,5,41.6
"TZA","L20","pAiSMicbJb9","1",4,0.25,1.25,33.25
"TZA","L20","PrddN7Eh7v3","1",5,0.8,4.8,17.8
"TZA","L20","PuLRmEWBe78","1",5,0.8,5.8,17.6
"TZA","L20","pxqThuNPrG","1",10,0.4,1.4,16.5
"TZA","L20","QokjJw6sDKB","1",8,0.625,2.875,20.25
"TZA","L20","Qrakmh9TAb7","1",5,0.8,5.2,15.4
"TZA","L20","QVFH5ibEfX","1",7,0.142857142857143,1,12.5714285714286
"TZA","L20","RbeUER44T9B","1",10,0.4,3.4,18.8
"TZA","L20","tQBVYhTSUx5","1",4,1,9,30
"TZA","L20","TzXCuVJ5tP5","1",5,0,0,17.8
"TZA","L20","uDCakBEm7VB","1",17,0.588235294117647,4,22.7647058823529
"TZA","L20","uz81YWocVs7","1",7,0.714285714285714,4.85714285714286,15.4285714285714
"TZA","L20","Vuke4bM37hA","1",3,1,5.33333333333333,39.3333333333333
"TZA","L20","VxhDa2qgmM7","1",2,1,5.5,39
"TZA","L20","wtdrsEsEBX2","1",7,0.142857142857143,1,12.7142857142857
"TZA","L20","yE1Xsrhzmk8","1",4,0.75,5.75,17
"TZA","L20","ZbDwCBkG2A5","1",9,0.111111111111111,0.777777777777778,16.5555555555556
"TZA","L20","ZeurtKQcW93","1",4,0.75,4.25,20.25
"TZA","L20","zRYovaahru9","1",5,0.4,2.8,13.8
"TZA","L22","2tg6ar7zuS5","1",11,1,5.09090909090909,22.2727272727273
"TZA","L22","4NfJeixyr6A","1",3,0.666666666666667,5,16.3333333333333
"TZA","L22","5oGmpb8QJLA","1",8,0.25,1.1875,22
"TZA","L22","6vK31iR7nAA","1",4,1,8,35.25
"TZA","L22","73M3dsnzvJ7","1",6,1,7,28.5
"TZA","L22","84Tt3igkks","1",4,0.75,5.25,24
"TZA","L22","8pbKc5jDHS6","1",3,0.666666666666667,4,32
"TZA","L22","9uri5wypzL4","1",4,0.25,0.875,15.5
"TZA","L22","A4HX8ZvF3a8","1",5,0.4,0.8,24.4
"TZA","L22","An4VyekaKi6","1",5,0.8,6.6,25.2
"TZA","L22","BP6YrbuDcL","1",4,0.5,2.75,53.25
"TZA","L22","BVUEfqZQ6KA","1",5,0.4,1.6,24
"TZA","L22","fss8vTYFEz2","1",5,0.8,4,19.6
"TZA","L22","fxSB64jdaSA","1",5,0,0,32.2
"TZA","L22","i2ZRSY65p48","1",4,0.25,2.75,18.75
"TZA","L22","MG8Mg2FAfw4","1",4,0.25,0.75,52.75
"TZA","L22","mzUJUxpe7c4","1",4,0.5,2.5,22.5
"TZA","L22","nD93MDvRgs2","1",5,0.2,1.6,15.4
"TZA","L22","Q6XjbVrPyy9","1",7,0.571428571428571,1.57142857142857,20.1428571428571
"TZA","L22","Qapm2uWHFt5","1",4,0,0,44
"TZA","L22","qKTwmCQoWz5","1",5,0.8,6.2,22
"TZA","L22","RfzDYcp8cy2","1",7,0.714285714285714,4.85714285714286,18
"TZA","L22","RTnL3zMj6T","1",2,0,0,48.5
"TZA","L22","T5DZd2AUTX7","1",7,0.285714285714286,2.85714285714286,29
"TZA","L22","w7mhEiauzv4","1",4,0.75,4,11.75
"TZA","L22","WEJAJe36mh4","1",4,0.75,3.75,13.75
"TZA","L22","WjvUqZyb157","1",4,0.75,4.5,22.75
"TZA","L22","X9YiaEDanB7","1",7,0.428571428571429,1.71428571428571,18
"TZA","L22","yku5wXeXnu9","1",10,1,5.6,21.2
"TZA","L22","Zzj5HfKc4d3","1",2,0,0,56.5
"UGA","L01","3WbmqA7gbk2","1",8,0,2.625,15.875
"UGA","L01","4YxLyEvHcr2","1",5,0.2,0.8,19
"UGA","L01","8r9jJ38EDF2","1",4,0.25,3.25,21.25
"UGA","L01","aANwrQbMsa3","1",8,0.25,1.625,16.375
"UGA","L01","CR6uc2DJjF2","1",11,0.181818181818182,3.72727272727273,17.5454545454545
"UGA","L01","D3dra7efrt6","1",7,0.142857142857143,2,14.2857142857143
"UGA","L01","DUyLNfXcu24","1",8,0.25,2.5,18.375
"UGA","L01","EQUQxBxxA28","1",6,0.166666666666667,2,30.5
"UGA","L01","F6gmnrrGL93","1",3,0,1,21
"UGA","L01","fqBewDc4e89","1",6,0.166666666666667,1.5,9.5
"UGA","L01","gVnZfUnJ4V","1",3,0,2,44.3333333333333
"UGA","L01","hyWdWQ552X7","1",7,0.285714285714286,1.85714285714286,18.5714285714286
"UGA","L01","kyXkjdQuZSA","1",5,0.2,2.4,31.6
"UGA","L01","Lsy3YMkKGP2","1",16,0.375,3.375,19.0625
"UGA","L01","mSfzhnwYib5","1",6,0.166666666666667,2.5,18.3333333333333
"UGA","L01","ome4ka94t7","1",5,0.2,2.2,21.4
"UGA","L01","rR4rphkhyt6","1",7,0.142857142857143,2.42857142857143,27.1428571428571
"UGA","L01","SqGfB47Y5q3","1",12,0.583333333333333,3.41666666666667,19.5833333333333
"UGA","L01","Te4C6DJXQq6","1",14,0.642857142857143,6.07142857142857,25.7857142857143
"UGA","L01","tNWzZ2EiTjA","1",8,0.125,3.5,20.875
"UGA","L01","TTKHU3eLS44","1",12,0.166666666666667,1.5,17.5
"UGA","L01","U7Y9xmtZk89","1",9,0.222222222222222,1.55555555555556,13.4444444444444
"UGA","L01","vbnCBWJgn15","1",6,0.166666666666667,1.16666666666667,23.1666666666667
"UGA","L01","vCMe7iY3tJ","1",15,0.2,3.13333333333333,24
"UGA","L01","VHVUj6zT8c6","1",5,0.4,3.6,29.8
"UGA","L01","vsXLkjJ58x2","1",13,0.230769230769231,2.38461538461538,24.7692307692308
"UGA","L01","VyrUWsmH5zA","1",8,0.25,1.125,15.75
"UGA","L01","wEEPeGoe7x7","1",7,0,2.57142857142857,21.2857142857143
"UGA","L01","xVFJcnicr68","1",7,0.142857142857143,1.85714285714286,18.4285714285714
"UGA","L01","YTTV9E8N5B7","1",5,0.2,2.8,18.2
"UGA","L02","1Mcd53U8Qb4","1",7,0.285714285714286,4.14285714285714,19
"UGA","L02","1YCu7s1wQ37","1",7,0,1.14285714285714,16.1428571428571
"UGA","L02","2TsiWCE9wU3","1",8,0.25,2.5,19.375
"UGA","L02","3csKwZMd8vA","1",9,0.222222222222222,3.33333333333333,20.7777777777778
"UGA","L02","4GxE5frHnQ4","1",7,0.571428571428571,4.85714285714286,23.8571428571429
"UGA","L02","5xza3zKCC65","1",10,0.7,8,25.2
"UGA","L02","8jLMpgU7qmA","1",3,0.333333333333333,3.66666666666667,50.3333333333333
"UGA","L02","9P8HkL34az2","1",6,0.5,4.66666666666667,18.5
"UGA","L02","B77fdVMrcbB","1",7,0.285714285714286,4.42857142857143,21.2857142857143
"UGA","L02","bUbW5XZNtd3","1",6,0.333333333333333,2.83333333333333,11.5
"UGA","L02","c8oh3AnL1P","1",6,0.166666666666667,3.16666666666667,14
"UGA","L02","D3k4R1hEUdA","1",7,0,2.42857142857143,18.1428571428571
"UGA","L02","ea6XKQhZyd3","1",11,0.636363636363636,8.45454545454546,37
"UGA","L02","fYfZbzp5Nv8","1",7,0.142857142857143,3.71428571428571,15.2857142857143
"UGA","L02","GuUwLgiijo2","1",11,0.272727272727273,3.18181818181818,19.5454545454545
"UGA","L02","GwMi53segV4","1",3,0.333333333333333,5.33333333333333,19.6666666666667
"UGA","L02","hiJdT15von9","1",3,0.666666666666667,4.33333333333333,37.6666666666667
"UGA","L02","HWUQqfGSi37","1",6,0.166666666666667,4.5,23.5
"UGA","L02","p7HQJGp7P14","1",9,0.444444444444444,3.5,18.2222222222222
"UGA","L02","Q12jo3rceY8","1",2,0,0,79
"UGA","L02","QJMME7KeMn","1",5,0.2,3.6,41.2
"UGA","L02","QT4VeJxXHv4","1",6,0.833333333333333,8.83333333333333,27.8333333333333
"UGA","L02","SDoi2yLPd6","1",4,1,11,34.75
"UGA","L02","uZWP16YfzT5","1",9,0.333333333333333,4,18.6666666666667
"UGA","L02","V5nBNdt5Wo9","1",4,0,1.5,27.25
"UGA","L02","w27bEeu1DR","1",7,0.142857142857143,2.71428571428571,19.5714285714286
"UGA","L02","WMFdhZg7RN5","1",2,0,4,71
"UGA","L02","ypMu1Vkfqo9","1",5,0.2,3.6,15.8
"UGA","L02","Yz9QZdfbFV","1",3,0,3.33333333333333,26
"UGA","L02","ZbpM6thc1b2","1",9,0.333333333333333,2.66666666666667,25.5555555555556
"UGA","L03","1DKzT4xkSq9","1",1,1,7,49
"UGA","L03","3BWtidtw1gB","1",9,0.222222222222222,2.44444444444444,13.4444444444444
"UGA","L03","3eWkuw2PPtA","1",9,0.777777777777778,5.55555555555556,25.4444444444444
"UGA","L03","3f7GFEXbaK","1",10,0.6,5.9,41
"UGA","L03","43ozar7mLV6","1",3,0.666666666666667,4.66666666666667,27.3333333333333
"UGA","L03","4mjZfGs3Aw","1",9,0.666666666666667,6,16.2222222222222
"UGA","L03","5BM4RJvhSqA","1",6,0.5,4.5,26.1666666666667
"UGA","L03","8WWivGcFUz5","1",8,0.375,3.75,17.25
"UGA","L03","BiwTi7hdY7","1",8,0.625,4.875,21.5
"UGA","L03","CLcgNTsm4y7","1",9,0.555555555555556,3.66666666666667,13.3333333333333
"UGA","L03","fvoTDbKYuW5","1",3,0.666666666666667,4,39.3333333333333
"UGA","L03","h5hVCQ5GHc2","1",6,0.666666666666667,5.66666666666667,30.1666666666667
"UGA","L03","HLCLDYcEQF2","1",2,0.5,2.5,67.5
"UGA","L03","K28KewnXpk2","1",3,0.333333333333333,4,49
"UGA","L03","k6Z9D2Z16q9","1",7,0.285714285714286,2.71428571428571,11.8571428571429
"UGA","L03","L3z2GfyVdH5","1",5,0.4,4.4,17.6
"UGA","L03","LAqtBPvPxy","1",7,0.142857142857143,2.14285714285714,14.5714285714286
"UGA","L03","LXeBkVStet6","1",8,0.125,1.625,17.75
"UGA","L03","nG6geyTvwq7","1",4,1,8.5,43.25
"UGA","L03","oimuabaAoj4","1",10,0.5,5,22.9
"UGA","L03","pfmDHWctSE3","1",3,0.333333333333333,4,44.6666666666667
"UGA","L03","r4YWWf5e5x3","1",8,0.75,4.5,20.625
"UGA","L03","r8r378XZhzA","1",8,0.5,5.375,15.625
"UGA","L03","rMuY6Uj3iMy","1",4,0,1.75,37.75
"UGA","L03","RnembMKrW72","1",3,0.666666666666667,4.33333333333333,32.6666666666667
