"survey_uuid","Landscape..","Eplot..","latitude","longitude","Country","biodiversity","eplot_code"
"25753e02-8d22-4815-a3ba-43a063086d4c","000","380",0.11987,31.68015,"UGA",1.80326612369921,"UGA-000-380"
"260e4400-f4ec-4c1d-8f33-bcc0c8577018","000","232",-8.93847,33.97525,"TZA",0,"TZA-000-232"
"269219c0-e4a8-4c87-8fd9-5a898ba6885a","000","024",-8.25042,39.04809,"TZA",1.64292196163802,"TZA-000-024"
"26e849d8-bd03-45d9-873e-e65e60e851e9","L04","005",-1.77687,29.34044,"RWA",0,"RWA-L04-005"
"26f95ae1-1698-4cdc-8aa7-cd54afa222f7","000","302",-8.25473,35.30546,"TZA",1.59535365129757,"TZA-000-302"
"27565c6c-76f0-4fed-8534-2f6e2de8f51f","000","145",-1.90078,30.00561,"RWA",0.197673446938823,"RWA-000-145"
"277cec31-797c-4de2-93c2-95974201dade","L19","004",-8.06041,36.48324,"TZA",2.32151418092372,"TZA-L19-004"
"2791dc28-67b8-4165-b1d6-0d1e2f153eed","000","138",-1.4938,29.64155,"RWA",0,"RWA-000-138"
"27c0c014-d34f-4c54-bfa5-ed4f535f9e7e","L02","004",-1.44425,29.56854,"RWA",0.210716742890223,"RWA-L02-004"
"2836bd11-ad9a-4a88-bd69-526dbfa0ca0e","L04","009",-1.80478,29.41561,"RWA",0,"RWA-L04-009"
"283925f1-7fc8-4196-9c08-8d8f5894dd56","000","327",3.52644,31.30548,"UGA",1.80328441400194,"UGA-000-327"
"28695d2a-1e28-4047-ac5d-05bcbf6e5249","000","208",-8.56941,32.33279,"TZA",1.40923411012017,"TZA-000-208"
"2877423b-b58e-4f78-891d-cd9b6ceea4c2","000","291",2.0552,33.60104,"UGA",2.58694927185239,"UGA-000-291"
"2897e8b1-b5ef-48de-92ca-d0bff2eae06c","000","243",7.47651,-1.64517,"GHA",0,"GHA-000-243"
"28e977ba-e501-4fca-9867-2d0e48ec2c09","000","134",7.38259,-2.18632,"GHA",0.545479388287543,"GHA-000-134"
"2949d82e-1c51-402f-8ec9-71e42664149b","L04","008",-1.85291,29.3769,"RWA",0.0906262514693407,"RWA-L04-008"
"2990ece8-d005-498d-98d0-eeb34c94b0e9","000","068",5.04954,-2.19333,"GHA",0.589589413794035,"GHA-000-068"
"2a03d4e8-b4e7-44fb-a76d-b98bb65258d6","000","372",0.62443,30.89428,"UGA",2.9352939213266,"UGA-000-372"
"2a08ddcf-5ad4-442e-98e2-ee8a53e0ed36","000","107",-0.104,31.59753,"UGA",1.59162423576319,"UGA-000-107"
"2a359d8c-cd50-4756-8221-788d51c490d5","000","167",-6.67891,35.07903,"TZA",0,"TZA-000-167"
"2a753d8b-b6c7-4c93-9223-6fccf2c78c84","L04","001",6.56685,-1.48138,"GHA",1.15237197498072,"GHA-L04-001"
"2acef01d-f19d-4701-b51d-a89c64543d58","000","080",-6.97827,39.29917,"TZA",1.70593422184906,"TZA-000-080"
"2b0beb4a-d459-4fa5-8afb-a645758cf795","000","390",-6.22599,37.35691,"TZA",2.20728187127199,"TZA-000-390"
"2b3579d0-98da-4178-881d-2a75932a4f1a","000","120",-8.84874,32.48868,"TZA",0,"TZA-000-120"
"2b41fa66-bbe4-472d-a64c-6538bb5624bd","000","265",7.41526,-1.52559,"GHA",0,"GHA-000-265"
"2b4910a7-9aab-477b-9ad9-516e7ccaeadc","000","264",-1.16905,30.04919,"UGA",1.15675097130862,"UGA-000-264"
"2b716791-bdc5-4235-a562-58d87effaaab","000","154",-1.76845,29.81632,"RWA",0.763592555533446,"RWA-000-154"
"2b8fcaa5-b76b-4d06-ba85-0b75a6eacc47","L01","001",10.56873,-0.79184,"GHA",0.447773078641725,"GHA-L01-001"
"2bd8e77b-e6f4-4bf2-a67e-9e6b94b76c2d","000","231",-9.14922,32.5352,"TZA",1.99150936135661,"TZA-000-231"
"2be3f5ea-3a11-4cc2-8c25-12ed3fb2416e","000","047",-1.40391,30.56751,"RWA",0.331915955493165,"RWA-000-047"
"2c41dd1e-87fc-4b9d-8967-3a3628e167a7","L19","005",-8.12104,36.48205,"TZA",0.37429947750237,"TZA-L19-005"
"2c5bb43c-0804-4445-a2e5-a51c889043d2","L04","013",-1.20315,29.78169,"UGA",0,"UGA-L04-013"
"2ca94d53-4e1a-4dfc-9ea2-ccd6ff3dce56","000","243",1.05869,33.4655,"UGA",1.09861228866811,"UGA-000-243"
"2cd56352-1816-48aa-a191-d0526620dda4","000","181",-6.85022,34.83517,"TZA",1.63643163533992,"TZA-000-181"
"2d15f5b0-510a-4f9a-a734-55a220749752","000","307",6.4684,0.58477,"GHA",0.730557697280169,"GHA-000-307"
"2d4d88da-e40f-4e20-b6fc-e9152cb49369","000","130",5.54856,-1.20594,"GHA",0.287364304680956,"GHA-000-130"
"2dd1b13e-1e8e-4f71-a922-3de2e063c472","L03","008",7.7441,-0.90225,"GHA",1.02068549540239,"GHA-L03-008"
"2df8675b-0bbd-47b7-9f4e-76b9a69ad5b1","L20","003",-8.59611,34.31753,"TZA",0,"TZA-L20-003"
"2e037c00-d28f-47d6-b3ad-0ceeacfcad02","000","004",-9.33291,33.76562,"TZA",0.181604561306706,"TZA-000-004"
"2e271af8-ea17-44d0-9f2e-103423977a75","000","196",10.70909,-0.65798,"GHA",0.470722361803838,"GHA-000-196"
"2e2f5e0d-814b-4874-9e15-308ccc43db43","000","063",-7.7379,32.98275,"TZA",1.31541071542613,"TZA-000-063"
"2e44be0a-ae00-4754-9a3b-cccc1ce7a7b8","L05","008",5.11026,-2.5594,"GHA",0.173286795139986,"GHA-L05-008"
"2e514ffc-fb7b-41e7-8353-d9e24cc95be6","L03","004",7.67262,-0.85572,"GHA",1.34210937443142,"GHA-L03-004"
"2e66bf06-97d9-4fbc-b874-e0e52af2c0f8","000","095",-8.30053,36.68543,"TZA",0.805122964818313,"TZA-000-095"
"2e94f29c-375b-46b6-8315-10e5f2a3f60b","L01","005",10.58509,-0.80852,"GHA",0,"GHA-L01-005"
"2ea5c256-6b4a-4b0c-8730-657b59987282","L03","003",0.20679,32.14283,"UGA",0.655737474572435,"UGA-L03-003"
"2f0d6dbf-53ec-45be-a2de-977ebd1ed7a5","000","280",10.46058,0.11662,"GHA",0,"GHA-000-280"
"2f3162ee-16be-43f6-8cc3-dd41383bfa68","000","027",-1.93722,30.10692,"RWA",0,"RWA-000-027"
"2f3a75eb-3f79-4606-b900-c76a2d6e63be","000","186",0.20806,31.89923,"UGA",1.74572787687578,"UGA-000-186"
"2f3f0e9e-862b-4ccb-9307-a2a196b0c11c","000","083",-0.10423,31.68267,"UGA",0.390669168765443,"UGA-000-083"
"2f484802-da52-46ff-8d33-f0dfc22aa53d","000","391",-8.03617,39.23787,"TZA",1.00380815442757,"TZA-000-391"
"2f61b265-8d22-40b3-a236-fb3081c77c14","000","394",-9.59106,35.16641,"TZA",1.00043934206374,"TZA-000-394"
"2f8c36c3-f494-4ab5-8720-48daedbafa75","000","038",-8.91455,36.29362,"TZA",0.868126063832118,"TZA-000-038"
"2fecb602-677f-49b4-9793-5a3829f23057","000","288",5.78428,0.02786,"GHA",0.388162421113569,"GHA-000-288"
"301a8d85-ed5b-4307-8f83-a41bf686f349","000","104",-7.79961,35.6217,"TZA",1.67636828247012,"TZA-000-104"
"303c2dfa-5c41-48db-96cc-761188ca3392","000","224",5.9913,0.51979,"GHA",0,"GHA-000-224"
"30612b0a-e2a7-4914-a13b-c3551e6393b3","000","175",10.97038,-0.518,"GHA",0,"GHA-000-175"
"307e0149-26a7-4c33-98a5-a1f17cc73c34","L11","014",-10.06551,34.66501,"TZA",0,"TZA-L11-014"
"308a8153-0209-4cee-bd6c-dae843da59e4","000","357",1.13641,33.62466,"UGA",0,"UGA-000-357"
"30954cb7-b36f-4f8b-bcb9-30f02653f047","000","335",-9.30772,35.23887,"TZA",1.20199124012334,"TZA-000-335"
"30bb6d45-2356-416e-848a-4f0813286ce1","L01","001",3.62483,31.23589,"UGA",0.831252944372121,"UGA-L01-001"
"30eef42f-8019-4436-8cc5-2bd8e298bafc","000","152",-2.62895,29.58831,"RWA",0.825160683444481,"RWA-000-152"
"31219493-7ec5-4312-a449-f840bf7970d1","000","156",6.17029,-0.4146,"GHA",3.23595413800913,"GHA-000-156"
"3122cb76-e1e7-4067-afe6-f9ff23db3559","000","400",-9.23186,35.90522,"TZA",2.29328361008863,"TZA-000-400"
"31422838-8bcd-49a7-a837-a341a5bfaee4","000","161",-2.37429,29.37875,"RWA",0,"RWA-000-161"
"31996f42-c283-44e5-b4c3-1268d065ebae","L04","005",6.57026,-1.52971,"GHA",0.273099989140618,"GHA-L04-005"
"31e4ca6c-7f95-4c05-be7e-32ef35a898c5","000","083",-6.077,38.64937,"TZA",2.48408517166302,"TZA-000-083"
"3201a4b5-318f-4be5-b1b5-c95a141e45e3","L06","004",-1.94617,29.80223,"RWA",0,"RWA-L06-004"
"32067ef6-612f-4b73-8af9-06676e57caed","000","292",-0.27763,31.80297,"UGA",0.645245670517286,"UGA-000-292"
"32239ef7-34d6-4baa-a0e5-5806c467f87b","L01","003",3.60865,31.21661,"UGA",1.80086066054949,"UGA-L01-003"
"3264e36b-fcd8-4269-a34c-91ec8b82b938","000","168",-8.69343,33.13997,"TZA",0.587788809114834,"TZA-000-168"
"327da403-0498-4435-9cbc-47aa1c889cb6","000","164",-1.79046,29.56618,"RWA",0.832507311077689,"RWA-000-164"
"32ba7328-72f3-4fd0-8186-d9b7ac73c74d","000","128",2.92012,30.94881,"UGA",2.20585443859269,"UGA-000-128"
"32c342eb-6163-4de0-85c2-6b2586b4fbb0","000","250",-6.90431,38.72195,"TZA",2.20735947233755,"TZA-000-250"
"330f3e76-7351-467f-8dd6-a7989a013c48","000","073",7.29292,-2.26002,"GHA",1.54302512062117,"GHA-000-073"
"3348b375-f026-4453-86d5-d32642e292c1","000","191",-8.08027,36.67016,"TZA",2.10419239333543,"TZA-000-191"
"334a9b5b-1f5c-4d09-b2f1-65cc2d01ef1f","L02","003",0.99634,34.33445,"UGA",0.65981176078366,"UGA-L02-003"
"335e425d-f4f1-403e-9c3a-8aa8837bcfac","L02","002",9.94156,-0.88119,"GHA",0.160810145889907,"GHA-L02-002"
"33b38ddc-18e2-476f-aa06-0762dc76dc8d","000","040",-2.69714,29.00518,"RWA",1.09071101192837,"RWA-000-040"
"33b4fefa-5a52-445f-86c4-35fb290db4c4","000","347",1.94953,32.1739,"UGA",0.683550846806378,"UGA-000-347"
"33b74003-e9b6-4ae8-8619-7e27f8dacde0","000","029",-1.20134,30.41718,"RWA",0.472726377141883,"RWA-000-029"
"3409ac44-4285-4bce-a353-d4242fa30798","000","139",0.38505,33.16258,"UGA",1.61710554212552,"UGA-000-139"
"34584a23-77bd-4d98-9188-9dae05e2523a","000","009",-0.09458,31.88065,"UGA",0.8517603404114,"UGA-000-009"
"3475948b-1b0f-4f54-8723-770f4326ad8b","L11","003",-10.03509,34.66942,"TZA",1.7501807549809,"TZA-L11-003"
"34a71016-8724-4cbc-88d2-75dfa0756da7","000","127",-7.29582,35.55,"TZA",0.918099235041756,"TZA-000-127"
"34adb144-47d6-46e8-8a61-8fa7adcad564","L22","006",-8.11051,38.75621,"TZA",1.86286065482658,"TZA-L22-006"
"34b718b7-168a-4805-b15f-6c2fd53ecb1e","000","011",-2.23397,30.41192,"RWA",0,"RWA-000-011"
"34b8c4b3-3229-4d2f-8f4d-cf02a30dd917","L06","017",5.69222,-0.50352,"GHA",0,"GHA-L06-017"
"34ca168e-a8a8-4116-b847-2af1091339d6","000","320",6.08421,0.74754,"GHA",0,"GHA-000-320"
"34cfd670-fe28-42ab-aba7-e6e7f75c4be1","L20","009",-8.56769,34.35102,"TZA",0,"TZA-L20-009"
"34e08c39-6928-4d10-b7d5-d2a98985f544","000","331",-7.03762,39.05497,"TZA",0,"TZA-000-331"
"352d6646-6fed-444b-9d5e-8ba9b7f939f0","000","060",5.63489,-1.24024,"GHA",0.299439582001896,"GHA-000-060"
"3530c33c-3b49-4a4c-8a41-2117f14ef81c","000","155",0.60273,30.71473,"UGA",0.675839723116068,"UGA-000-155"
"354c4af5-04f9-4078-a869-9cf21ad848c5","000","010",-1.42514,29.65695,"RWA",0.0207944154167984,"RWA-000-010"
"357d1db6-5884-43d3-914c-8301caa07d10","L03","002",0.23753,32.09041,"UGA",1.94030552483851,"UGA-L03-002"
"3607c7ee-7178-4547-b7d0-c918e8655d7c","000","387",1.34702,34.3023,"UGA",1.01674256813895,"UGA-000-387"
"3620788b-3f4a-488a-8339-e5adbfd8a568","000","310",1.26608,34.21355,"UGA",0,"UGA-000-310"
"36267370-8498-458a-8150-4c30f8abe8a0","000","112",-8.75377,34.76657,"TZA",0.696357578615041,"TZA-000-112"
"366d898f-e6ff-4c41-a5db-2dc9e706c2d5","L04","012",-1.23388,29.75982,"UGA",0.768131640339134,"UGA-L04-012"
"36d1a214-4e3f-47aa-ba19-80a1102614a7","000","399",-7.48295,32.69041,"TZA",2.39530824046404,"TZA-000-399"
"37d9285c-a9e1-4f3d-9ab0-021337541ffb","000","209",7.11268,-1.17239,"GHA",2.03953647297265,"GHA-000-209"
"37f4bd78-a124-448f-a778-fd46f4e3b870","000","066",8.16584,0.50213,"GHA",2.65981341133457,"GHA-000-066"
"3806b529-6dfa-41a4-89df-6f3263aa3a2f","000","195",-8.32127,31.81637,"TZA",0.189922327473425,"TZA-000-195"
"388e55a0-a70d-43e3-89ae-30b1596123bf","000","035",-1.31622,30.35174,"RWA",0.342414707196613,"RWA-000-035"
"38c862e1-a8e4-42c4-aa65-cad1dd40ce72","L04","009",-1.26796,29.74268,"UGA",0.758071320596158,"UGA-L04-009"
"394009fc-9dcf-449a-a153-cd36ce40a9b8","000","034",8.55455,-0.55269,"GHA",0.809687365284301,"GHA-000-034"
"3971b0b8-116f-4de3-9276-cde0cde350db","000","381",1.90583,32.27738,"UGA",2.272223920334,"UGA-000-381"
"398d08db-bee2-4ef8-ac7d-68d82ae11e4e","000","157",7.07374,-1.70902,"GHA",0.530509630230027,"GHA-000-157"
"39d0f310-035a-4ce8-9ac8-79f6801f6de8","000","009",-2.39856,29.50175,"RWA",0.783134077249804,"RWA-000-009"
"39d64b67-eb7b-4e14-a11e-fc5acfaface7","000","022",-9.7867,34.67331,"TZA",0.397866481641409,"TZA-000-022"
"3a6f352c-436c-406b-94c2-1b6aab408452","000","177",1.9396,32.24269,"UGA",1.16706112540045,"UGA-000-177"
"3a7426c9-362c-44b7-ade6-006abceba0d5","L02","005",-1.4925,29.52206,"RWA",0.109517254528471,"RWA-L02-005"
"3a8168e5-da6c-49e9-b148-36a4647b9355","000","165",1.56345,31.76967,"UGA",0.317461408696455,"UGA-000-165"
"3acaf953-38ae-486e-9ad1-a7ccdab63fd8","000","375",7.00128,-1.70944,"GHA",0.837771612639852,"GHA-000-375"
"3ae3988f-978c-4147-88d0-3e51250bd65f","000","171",-8.08193,36.73882,"TZA",2.26055722195194,"TZA-000-171"
"3b12544f-3cbe-4e7b-a938-5f68f719d10c","000","262",1.86639,33.62381,"UGA",0.706769700342328,"UGA-000-262"
"3bad2639-100c-4846-81ff-e10fcad2bc58","000","136",-7.53961,35.40436,"TZA",1.32066365602496,"TZA-000-136"
"3be42590-06fa-4089-8921-41b364a1a659","000","069",-2.21556,30.44859,"RWA",0.820548025478173,"RWA-000-069"
"3bec7063-8646-410a-9a83-c3497698d148","000","161",0.31356,32.07439,"UGA",0.419555892320233,"UGA-000-161"
"3c11bc84-204d-4d87-878d-18f210863b09","000","252",7.38878,-0.79662,"GHA",1.69812740916898,"GHA-000-252"
"3c337368-01fa-4640-9020-cad17b428143","L07","006",-2.28245,30.05499,"RWA",0,"RWA-L07-006"
"3c52abc6-3fb6-473b-a0f5-6639a60e1646","L03","010",-7.95063,31.69864,"TZA",0.299439582001896,"TZA-L03-010"
"3c6157ba-4e5a-4be8-a744-747ca1d9a03f","000","063",-2.47611,28.90659,"RWA",0.876990025771665,"RWA-000-063"
"3c83732c-581c-42eb-827b-ac8947c70cc5","000","179",0.01634,31.39111,"UGA",1.76491783896245,"UGA-000-179"
"3cbdf5d2-66a1-4755-bf13-2c80031197d9","L22","013",-8.1126,38.75748,"TZA",2.92137438492969,"TZA-L22-013"
"3d010cba-2c03-4455-9aef-b6888885938f","000","159",-7.21532,35.35372,"TZA",1.56142046724484,"TZA-000-159"
"3d01e7c2-8a9b-4f83-a7af-fbddddddb113","000","136",-2.20373,30.83508,"RWA",0,"RWA-000-136"
"3d247617-8a2d-4127-8df4-0c604e8d091c","L19","004",-8.06041,36.48324,"TZA",2.1872457383622,"TZA-L19-004"
"3d9c8cd0-fc25-44ea-9550-99be5e48182a","000","388",-6.74957,39.09995,"TZA",0.716934496005031,"TZA-000-388"
"3da457b0-9737-4bee-ae30-2560c125ce8d","000","351",-8.83952,34.94588,"TZA",0.894223571245405,"TZA-000-351"
"3e096632-e36a-4fc2-88f8-2d87de6f2073","000","153",-8.7324,33.26097,"TZA",0,"TZA-000-153"
"3e48674b-87e4-4d3b-a1dd-d49d93e1a864","000","203",9.39119,-0.49836,"GHA",0,"GHA-000-203"
"3e682743-e341-41f4-b07b-d8559d235ae6","000","041",8.8008,-0.60569,"GHA",2.22403023040194,"GHA-000-041"
"3eaf3e40-a12f-4a1d-95f6-25733a1952a3","L03","003",7.67634,-0.86205,"GHA",1.62277855892551,"GHA-L03-003"
"3f1c75c6-2baa-4139-b71b-92d1b51a12d3","L04","004",-1.22802,29.75994,"UGA",0.556593914970108,"UGA-L04-004"
"3f426d45-050a-4204-a59d-82e8de0e6589","000","229",1.19526,33.78531,"UGA",0,"UGA-000-229"
"3f63509a-a9be-42ae-bf2e-d830de8d75c8","000","095",-8.30053,36.68543,"TZA",0.921085304244493,"TZA-000-095"
"3fc2f836-2b7e-4e12-b4d4-d4f8bfff09df","000","152",-2.62895,29.58831,"RWA",0.680515034611774,"RWA-000-152"
"3fcff5b1-f7ac-4288-9742-75bfd5695451","000","135",6.49161,0.50335,"GHA",1.26788916250407,"GHA-000-135"
"400b2387-c856-4c53-8424-fa88872c0f28","L06","006",-1.97107,29.77146,"RWA",0.718536434389866,"RWA-L06-006"
"40161058-a965-486a-a246-92adb80c8371","L07","003",-2.26565,29.99526,"RWA",0.557290333170196,"RWA-L07-003"
"4050a81a-5fce-4f88-9630-498f704dc1d0","000","309",0.72855,34.29985,"UGA",1.91147992866037,"UGA-000-309"
"406a92d8-b11a-4a66-a641-67bce8c02ed8","000","124",6.29812,-1.65479,"GHA",0.860202299872503,"GHA-000-124"
"40c3a585-00f0-45f5-b8ea-78fae49ac36e","L06","016",5.75336,-0.52381,"GHA",0,"GHA-L06-016"
"40cf9d7a-742f-4574-a888-517e1e49636c","000","241",1.27166,33.98922,"UGA",1.17855328652114,"UGA-000-241"
"40e09406-bf70-4d13-8cbb-c4731be86f75","000","216",-6.53693,36.14131,"TZA",2.06920246582036,"TZA-000-216"
"40f1809f-cf83-4532-abae-94a81e3d7398","L04","005",6.57026,-1.52971,"GHA",0.281417755307338,"GHA-L04-005"
"41076dd8-015f-4f5f-8523-d7bba44455df","000","060",-1.84027,30.30273,"RWA",0,"RWA-000-060"
"4125db82-677a-4c22-b1ed-498e7a0bf424","000","083",-1.88228,29.79896,"RWA",0.722249327709134,"RWA-000-083"
"4160937d-3043-4248-a841-fe752fa8246d","000","089",2.03874,32.73623,"UGA",1.09199001809735,"UGA-000-089"
"4192beba-41ca-4d26-93fe-6c9ec8d8ed01","L03","005",0.16169,32.09284,"UGA",1.71673823940224,"UGA-L03-005"
"41940863-b42e-4d40-baf1-75ef19ab32da","000","366",-9.51088,34.40588,"TZA",0,"TZA-000-366"
"41cf092c-f50d-4a54-a514-0ceb79576b07","000","036",8.70534,-0.51222,"GHA",1.5815622397746,"GHA-000-036"
"41da1004-e602-4c93-83dd-cee1d7adf042","000","143",6.2045,-0.88635,"GHA",1.09861228866811,"GHA-000-143"
"41ff45fe-53c9-4193-a31d-bc77382a4e4a","000","384",-9.40592,33.76439,"TZA",0.822602068684983,"TZA-000-384"
"420a92a4-abeb-4a88-9255-03f79152d287","000","153",-2.55256,29.58885,"RWA",0.881590005372917,"RWA-000-153"
"4272143f-877c-4471-9b52-2758b38c3fef","000","133",-0.22332,31.96941,"UGA",2.13122010521137,"UGA-000-133"
"42879fd0-6bb1-4971-8bf7-8fd0e530a627","000","225",0.86441,30.47653,"UGA",1.80666376668322,"UGA-000-225"
"42f25825-7457-4e25-9ed9-16f33576b1c9","L06","005",-2.01885,29.79849,"RWA",1.25711324431184,"RWA-L06-005"
"43a4234b-e6ad-44d7-89a9-e9dc2025eb10","000","005",-9.3576,33.72775,"TZA",2.24517158941152,"TZA-000-005"
"43a97e4e-7ca0-49e2-8cc1-612bbbc8ffea","000","030",-1.77894,30.65801,"RWA",1.44826530587936,"RWA-000-030"
"43c0e287-f01b-4a4f-a577-270776354455","000","143",-1.96321,29.33694,"RWA",0,"RWA-000-143"
"43c19e3c-078e-4d31-8306-bf3b8ed4d95a","L02","007",-1.44446,29.55616,"RWA",0,"RWA-L02-007"
"43d70706-e6c3-41ea-be8e-0877436a23f4","L04","002",-1.8147,29.35476,"RWA",1.67776602372773,"RWA-L04-002"
"4574be16-8c57-4329-8ef1-40a15a6041b6","000","360",7.36153,-1.89569,"GHA",0.108977353724697,"GHA-000-360"
"457823cb-c8b7-4b30-a4a5-fc02d25ee2e8","000","112",0.13721,32.95266,"UGA",2.63214704129551,"UGA-000-112"
"4598159c-9364-4902-9fae-b71b8b248c02","L06","007",-2.00485,29.8041,"RWA",0,"RWA-L06-007"
"45c64521-ef0b-4f1b-92d6-8fcd8a218def","000","279",10.2212,-0.83404,"GHA",0,"GHA-000-279"
"45e0e6ba-4e24-42e3-b25d-2186239e1f86","000","361",1.65506,31.65766,"UGA",2.3125077153709,"UGA-000-361"
"461fffcf-d5ae-4158-a6e3-050e3135ea3d","000","377",-7.93054,37.11082,"TZA",1.90790747624543,"TZA-000-377"
"463c96bb-69b8-42b1-b922-9628f9751557","000","038",-1.6115,29.49183,"RWA",0.217190292840198,"RWA-000-038"
"46923da8-7f33-46b2-b0bc-701df8e367fe","000","238",8.02087,0.1681,"GHA",1.60990015648269,"GHA-000-238"
"46a3f495-05b0-4e7a-bcfc-1019acb40716","L20","001",-8.60644,34.36029,"TZA",1.75575790317754,"TZA-L20-001"
"46ca70be-3088-448d-bb30-86d5328230fd","L06","005",-2.01886,29.79849,"RWA",1.22999436262812,"RWA-L06-005"
"46d2a7ba-8e81-4b59-8020-45fe71ce5b83","000","071",-8.61442,35.43795,"TZA",0.961284719260254,"TZA-000-071"
"46dd19a6-23b7-497b-9cfb-fb7086cf78da","000","127",-1.46537,30.43294,"RWA",0.0804050729449537,"RWA-000-127"
"471c19c5-35eb-4794-92a6-3b4c3dba89d3","000","056",5.27414,-1.18675,"GHA",0,"GHA-000-056"
"473ae0d6-51dd-4f7f-87fc-2998c4eb1f4d","000","230",-7.50917,35.65242,"TZA",1.22108955990283,"TZA-000-230"
"4741f8a1-fe39-4714-8e63-93cf7817b162","L04","009",6.57957,-1.53265,"GHA",1.64835775934894,"GHA-L04-009"
"474b74d2-863c-42e3-a1d4-58ec783716ac","000","365",-8.6915,32.54745,"TZA",1.24841335146782,"TZA-000-365"
"47a03bf1-7457-472b-9246-94f7575c14c6","000","119",-0.03778,31.68555,"UGA",0.367649477400142,"UGA-000-119"
"47b11f6a-944f-445a-8ec9-a74b2c74bedb","000","077",-9.5169,34.858,"TZA",0.608920615553526,"TZA-000-077"
"47c8be4f-c18b-4ad3-a7ff-9b3fe6c31ebd","000","370",0.49332,30.34517,"UGA",2.10203425517252,"UGA-000-370"
"47de6326-4d81-47c7-b0ce-91da51033bd5","000","071",5.9382,-0.8475,"GHA",0.380506218477596,"GHA-000-071"
"480f28d5-d8c0-4151-9210-c8854755c65d","L22","012",-8.10325,38.7718,"TZA",1.68925797436506,"TZA-L22-012"
"482a6e95-9f5f-4156-b00e-2ea67a4234ab","000","181",1.16154,33.0514,"UGA",2.10286577205037,"UGA-000-181"
"4870c7c4-6d38-4db3-b687-f97395ac17be","000","373",-7.3306,31.66432,"TZA",1.26138508959319,"TZA-000-373"
"4895d472-548a-4eda-a5fb-8ab032915dbe","000","061",-9.25587,33.57798,"TZA",0.357663945168932,"TZA-000-061"
"48ae7974-f15f-46f2-baae-631060e0bc4c","000","323",-8.15767,36.38192,"TZA",2.42739323513122,"TZA-000-323"
"48b4f07d-2821-4470-8ccf-8aff988caad7","L03","001",7.74948,-0.87099,"GHA",2.00134981091884,"GHA-L03-001"
"48c75800-a499-4852-bd9a-ac6392e0c7a8","000","084",0.59746,30.63228,"UGA",2.00826889099616,"UGA-000-084"
"48f53ff9-5a19-414f-acd9-877941250143","000","302",7.77982,-0.57977,"GHA",0.386776126752449,"GHA-000-302"
"490e3e3e-4c30-43dc-856a-5c8b3aa76e5b","000","062",-6.13927,38.20404,"TZA",0,"TZA-000-062"
"49102f3b-a6e7-4e72-9f16-23d4938977fc","000","054",-9.28829,33.35358,"TZA",1.15659784921003,"TZA-000-054"
"49aa5b43-7ac7-4d46-9c54-b40c32ebe5ba","000","146",-1.72111,29.57132,"RWA",0.539053140235314,"RWA-000-146"
"49d304c1-4b25-4069-97a7-b746d7307b20","000","060",5.63489,-1.24024,"GHA",0.212103037251343,"GHA-000-060"
"49d31df3-d24a-427d-86d7-90fdf0453033","000","093",6.30251,-1.61316,"GHA",0.199626388001264,"GHA-000-093"
"49dd1a4d-f466-4048-8096-b1a9e6b295de","000","213",-7.94649,31.33271,"TZA",0,"TZA-000-213"
"4a62fb31-6bcf-4ceb-9cd7-e075cd9a95d8","000","009",-2.39856,29.50175,"RWA",0.59926268356217,"RWA-000-009"
"4a86a3a3-b6f0-4826-9e24-cdcefcb17186","000","095",-2.28939,30.54353,"RWA",0.12892537558415,"RWA-000-095"
"4a890c93-4ce6-49aa-af8e-5d6a8cd99bab","000","112",-1.63041,29.61833,"RWA",0,"RWA-000-112"
"4ad6a9a2-7f0a-4393-893a-47a32289c404","L01","007",-2.54011,29.44235,"RWA",0,"RWA-L01-007"
"4ae11350-4075-4588-9dbf-314636bccb98","L01","006",3.56125,31.1803,"UGA",2.42464211760713,"UGA-L01-006"
"4af36944-9762-4aeb-b395-e923c899f3f3","000","012",5.71715,0.41105,"GHA",0,"GHA-000-012"
"4b001768-0375-434e-8301-a9d2bcb04334","L03","003",7.67634,-0.86205,"GHA",1.61748856069671,"GHA-L03-003"
"4b0ca4ba-08f8-4a06-8017-bb42fc13689b","000","271",-9.33883,33.22385,"TZA",2.26034843296296,"TZA-000-271"
"4b790b20-af1b-4e8b-8b12-ad619986d614","L03","010",7.71266,-0.9195,"GHA",0.860664397992876,"GHA-L03-010"
"4b84a86d-8889-4cc3-9219-754dd0d0629a","000","147",0.71427,30.38089,"UGA",2.25065711772463,"UGA-000-147"
"4bd4b3c3-0e41-4080-98f3-85d5d2b67c05","000","163",5.87894,0.40468,"GHA",0,"GHA-000-163"
"4c1c20d1-425b-42f8-89dc-317fbe33e4f7","L02","005",0.99759,34.33788,"UGA",0.665945310506242,"UGA-L02-005"
"4c1d4c81-4fe3-4ae9-85e1-18a073a43c47","000","085",-2.30393,29.73293,"RWA",0.17911130212742,"RWA-000-085"
"4c51ac3d-0d1f-486c-9cd3-998fbdfd42b3","000","184",-7.50995,35.68908,"TZA",1.6026747148764,"TZA-000-184"
"4c53dbd5-67d6-4200-8e0c-6a507e66dfec","000","357",-10.234,34.71945,"TZA",2.03057004183639,"TZA-000-357"
"4c86c205-5d0f-4d1a-88f1-37c1f1e9aeab","000","169",0.87609,33.06917,"UGA",1.41398856544054,"UGA-000-169"
