"date","country","rate"
"1/29/2012","RWA",567.02447
"1/22/2012","RWA",567.31618
"1/15/2012","RWA",569.07165
"1/8/2012","RWA",568.1423
"1/1/2012","RWA",567.62392
"12/25/2011","RWA",567.81842
"12/18/2011","RWA",569.22975
"12/11/2011","RWA",569.96942
"12/4/2011","RWA",567.76239
"11/27/2011","RWA",567.29064
"11/20/2011","RWA",568.00643
"11/13/2011","RWA",569.03382
"11/6/2011","RWA",567.56327
"10/30/2011","RWA",567.6844
"10/23/2011","RWA",566.91661
"10/16/2011","RWA",564.631
"10/9/2011","RWA",567.47894
"8/6/2017","GHA",3.9174211
"7/30/2017","GHA",3.896174
"7/23/2017","GHA",3.867402
"7/16/2017","GHA",3.9174211
"7/9/2017","GHA",3.8798846
"7/2/2017","GHA",3.8780255
"6/25/2017","GHA",3.8944034
"6/18/2017","GHA",3.8864358
"6/11/2017","GHA",3.8846652
"6/4/2017","GHA",3.8820093
"5/28/2017","GHA",3.8212783
"5/21/2017","GHA",3.8067594
"5/14/2017","GHA",3.8647461
"5/7/2017","GHA",3.7669213
"4/30/2017","GHA",3.7447889
"4/23/2017","GHA",3.7348737
"4/16/2017","GHA",3.678392
"4/9/2017","GHA",3.7315096
"4/2/2017","GHA",3.7138037
"3/26/2017","GHA",3.8482859
"3/19/2017","GHA",3.8606221
"3/12/2017","GHA",4.0159345
"3/5/2017","GHA",4.1240319
"2/26/2017","GHA",4.1934344
"2/19/2017","GHA",4.0603095
"2/12/2017","GHA",4.0336845
"2/5/2017","GHA",3.954697
"1/29/2017","GHA",3.8961221
"1/22/2017","GHA",3.8650596
"1/15/2017","GHA",3.8606221
"1/8/2017","GHA",3.7763097
"1/1/2017","GHA",3.7763097
"12/25/2016","GHA",3.83846
"12/18/2016","GHA",3.8574574
"12/11/2016","GHA",3.83846
"12/4/2016","GHA",3.83846
"11/27/2016","GHA",3.7459702
"11/20/2016","GHA",3.6969159
"11/13/2016","GHA",3.5435986
"11/6/2016","GHA",3.5680366
"10/30/2016","GHA",3.5363743
"10/23/2016","GHA",3.546096
"10/16/2016","GHA",3.5509122
"10/9/2016","GHA",3.530131
"10/2/2016","GHA",3.5411905
"9/25/2016","GHA",3.5320535
"9/18/2016","GHA",3.5030928
"9/11/2016","GHA",3.5196299
"9/4/2016","GHA",3.5180556
"8/28/2016","GHA",3.5209528
"8/21/2016","GHA",3.5076961
"8/14/2016","GHA",3.5030418
"8/7/2016","GHA",3.5248672
"7/31/2016","GHA",3.5142609
"7/24/2016","GHA",3.5162499
"7/17/2016","GHA",3.5316007
"7/10/2016","GHA",3.5233031
"7/3/2016","GHA",3.5172558
"6/26/2016","GHA",3.5047748
"6/19/2016","GHA",3.4806804
"6/12/2016","GHA",3.4578458
"6/5/2016","GHA",3.4506888
"5/29/2016","GHA",3.4372234
"5/22/2016","GHA",3.4266841
"5/15/2016","GHA",3.4187324
"5/8/2016","GHA",3.4039191
"5/1/2016","GHA",3.4002124
"4/24/2016","GHA",3.4321549
"4/17/2016","GHA",3.4250044
"4/10/2016","GHA",3.4298451
"4/3/2016","GHA",3.4352816
"3/27/2016","GHA",3.4472213
"3/20/2016","GHA",3.4481885
"3/13/2016","GHA",3.446079
"3/6/2016","GHA",3.4824629
"2/28/2016","GHA",3.5150777
"2/21/2016","GHA",3.5508024
"2/14/2016","GHA",3.57072
"2/7/2016","GHA",3.589672
"1/31/2016","GHA",3.5835766
"1/24/2016","GHA",3.5701647
"1/17/2016","GHA",3.4974313
"1/10/2016","GHA",3.4334425
"1/3/2016","GHA",3.4378338
"12/27/2015","GHA",3.428803
"12/20/2015","GHA",3.4331594
"12/13/2015","GHA",3.4331857
"12/6/2015","GHA",3.4141334
"11/29/2015","GHA",3.4241685
"11/22/2015","GHA",3.4266177
"11/15/2015","GHA",3.4304874
"11/8/2015","GHA",3.4425074
"11/1/2015","GHA",3.4378307
"10/25/2015","GHA",3.4337683
"10/18/2015","GHA",3.4346542
"10/11/2015","GHA",3.389222
"10/4/2015","GHA",3.3701328
"9/27/2015","GHA",3.471276
"9/20/2015","GHA",3.5570636
"9/13/2015","GHA",3.5203783
"9/6/2015","GHA",3.4691198
"8/30/2015","GHA",3.786556
"8/23/2015","GHA",3.7698918
"8/16/2015","GHA",3.5640908
"8/9/2015","GHA",3.3983693
"8/2/2015","GHA",3.2734548
"7/26/2015","GHA",3.0036202
"7/19/2015","GHA",3.1292965
"7/12/2015","GHA",3.4672249
"7/5/2015","GHA",3.9256361
"6/28/2015","GHA",3.9747197
"6/21/2015","GHA",3.9066999
"6/14/2015","GHA",3.8455275
"6/7/2015","GHA",3.7037655
"5/31/2015","GHA",3.6697827
"5/24/2015","GHA",3.6302443
"5/17/2015","GHA",3.5280192
"5/10/2015","GHA",3.4996684
"5/3/2015","GHA",3.4803649
"4/26/2015","GHA",3.469288
"4/19/2015","GHA",3.4556237
"4/12/2015","GHA",3.4565402
"4/5/2015","GHA",3.4490794
"3/29/2015","GHA",3.4128065
"3/22/2015","GHA",3.3227726
"3/15/2015","GHA",3.2332894
"3/8/2015","GHA",3.1912796
"3/1/2015","GHA",3.1659505
"2/22/2015","GHA",3.1389854
"2/15/2015","GHA",3.0797112
"2/8/2015","GHA",3.0367957
"2/1/2015","GHA",3.0163961
"1/25/2015","GHA",2.9698079
"1/18/2015","GHA",2.932647
"1/11/2015","GHA",2.9298303
"1/4/2015","GHA",2.9221177
"12/28/2014","GHA",2.9160852
"12/21/2014","GHA",2.9141294
"12/14/2014","GHA",2.9151011
"12/7/2014","GHA",2.9140053
"11/30/2014","GHA",2.9103936
"11/23/2014","GHA",2.9105236
"11/16/2014","GHA",2.9211107
"11/9/2014","GHA",2.9494647
"11/2/2014","GHA",3.0214043
"10/26/2014","GHA",3.0214253
"10/19/2014","GHA",3.0214464
"10/12/2014","GHA",3.0214674
"10/5/2014","GHA",3.0214884
"9/28/2014","GHA",3.0698766
"9/21/2014","GHA",3.270494
"9/14/2014","GHA",3.3489803
"9/7/2014","GHA",3.4411454
"8/31/2014","GHA",3.4333777
"8/24/2014","GHA",3.3177676
"8/17/2014","GHA",3.3054187
"8/10/2014","GHA",3.1524661
"8/3/2014","GHA",3.1165216
"7/27/2014","GHA",3.0983446
"7/20/2014","GHA",3.0603277
"7/13/2014","GHA",3.0118991
"7/6/2014","GHA",2.9546862
"6/29/2014","GHA",2.9210761
"6/22/2014","GHA",2.8582962
"6/15/2014","GHA",2.80842
"6/8/2014","GHA",2.7525969
"6/1/2014","GHA",2.7225693
"5/25/2014","GHA",2.6948348
"5/18/2014","GHA",2.6459891
"5/11/2014","GHA",2.6187996
"5/4/2014","GHA",2.5822424
"4/27/2014","GHA",2.5653053
"4/20/2014","GHA",2.5473279
"4/13/2014","GHA",2.5114662
"4/6/2014","GHA",2.465419
"3/30/2014","GHA",2.4195221
"3/23/2014","GHA",2.3756601
"3/16/2014","GHA",2.3373409
"3/9/2014","GHA",2.3481243
"3/2/2014","GHA",2.3260632
"2/23/2014","GHA",2.3031353
"2/16/2014","GHA",2.2941336
"2/9/2014","GHA",2.2256449
"2/2/2014","GHA",2.2119039
"1/26/2014","GHA",2.2142113
"1/19/2014","GHA",2.1885723
"1/12/2014","GHA",2.179475
"1/5/2014","GHA",2.1609011
"12/29/2013","GHA",2.1755609
"12/22/2013","GHA",2.145196
"12/15/2013","GHA",2.1300658
"12/8/2013","GHA",2.1145734
"12/1/2013","GHA",2.0948373
"11/24/2013","GHA",2.0907014
"11/17/2013","GHA",2.0637322
"11/10/2013","GHA",2.0620866
"11/3/2013","GHA",2.0403487
"10/27/2013","GHA",2.0196167
"10/20/2013","GHA",2.0155875
"10/13/2013","GHA",2.015836
"10/6/2013","GHA",2.0115799
"9/29/2013","GHA",2.0045622
"9/22/2013","GHA",2.0069435
"9/15/2013","GHA",2.0048726
"9/8/2013","GHA",1.9881207
"9/1/2013","GHA",1.9811179
"8/25/2013","GHA",1.9778893
"8/18/2013","GHA",1.9464106
"8/11/2013","GHA",1.9288456
"8/4/2013","GHA",1.9268791
"7/28/2013","GHA",1.9213397
"7/21/2013","GHA",1.9004608
"7/14/2013","GHA",1.8824583
"7/7/2013","GHA",1.8837099
"6/30/2013","GHA",1.8815288
"6/23/2013","GHA",1.8672759
"6/16/2013","GHA",1.8574051
"6/9/2013","GHA",1.8547914
"6/2/2013","GHA",1.8531298
"5/26/2013","GHA",1.8528048
"5/19/2013","GHA",1.8483426
"5/12/2013","GHA",1.844027
"5/5/2013","GHA",1.8346127
"4/28/2013","GHA",1.8283772
"4/21/2013","GHA",1.8152195
"4/14/2013","GHA",1.803346
"4/7/2013","GHA",1.8033019
"3/31/2013","GHA",1.8029692
"3/24/2013","GHA",1.8096514
"3/17/2013","GHA",1.7968958
"3/10/2013","GHA",1.7877787
"3/3/2013","GHA",1.7882551
"2/24/2013","GHA",1.7767107
"2/17/2013","GHA",1.7763307
"2/10/2013","GHA",1.7827144
"2/3/2013","GHA",1.7717179
"1/27/2013","GHA",1.7785259
"1/20/2013","GHA",1.7778921
"1/13/2013","GHA",1.7614749
"1/6/2013","GHA",1.7749505
"12/30/2012","GHA",1.7769607
"12/23/2012","GHA",1.7684475
"12/16/2012","GHA",1.7633731
"12/9/2012","GHA",1.7692608
"12/2/2012","GHA",1.7777412
"11/25/2012","GHA",1.7613731
"11/18/2012","GHA",1.7560551
"11/11/2012","GHA",1.7598085
"11/4/2012","GHA",1.7614056
"10/28/2012","GHA",1.7548759
"10/21/2012","GHA",1.7655364
"10/14/2012","GHA",1.7701274
"10/7/2012","GHA",1.7731828
"9/30/2012","GHA",1.7865606
"9/23/2012","GHA",1.7860794
"9/16/2012","GHA",1.7761236
"9/9/2012","GHA",1.79928
"9/2/2012","GHA",1.8082162
"8/26/2012","GHA",1.8232751
"8/19/2012","GHA",1.8384662
"8/12/2012","GHA",1.8397975
"8/5/2012","GHA",1.8315055
"7/29/2012","GHA",1.8381935
"7/22/2012","GHA",1.8329449
"7/15/2012","GHA",1.8327606
"7/8/2012","GHA",1.834604
"7/1/2012","GHA",1.8199568
"6/24/2012","GHA",1.81406
"6/17/2012","GHA",1.8054739
"6/10/2012","GHA",1.785104
"6/3/2012","GHA",1.7803247
"5/27/2012","GHA",1.787309
"5/20/2012","GHA",1.7867168
"5/13/2012","GHA",1.7756968
"5/6/2012","GHA",1.7571173
"4/29/2012","GHA",1.7380088
"4/22/2012","GHA",1.7184276
"4/15/2012","GHA",1.6950788
"4/8/2012","GHA",1.6939136
"4/1/2012","GHA",1.6827706
"3/25/2012","GHA",1.6670304
"3/18/2012","GHA",1.6413906
"3/11/2012","GHA",1.6293641
"3/4/2012","GHA",1.6171479
"2/26/2012","GHA",1.6121301
"2/19/2012","GHA",1.6158843
"2/12/2012","GHA",1.6127061
"2/5/2012","GHA",1.5967115
"1/29/2012","GHA",1.6077961
"1/22/2012","GHA",1.6437316
"1/15/2012","GHA",1.5959918
"1/8/2012","GHA",1.5655578
"1/1/2012","GHA",1.5504758
"12/25/2011","GHA",1.5517089
"12/18/2011","GHA",1.5625327
"12/11/2011","GHA",1.5590946
"12/4/2011","GHA",1.5653663
"11/27/2011","GHA",1.5491697
"11/20/2011","GHA",1.5351382
"11/13/2011","GHA",1.5305222
"11/6/2011","GHA",1.522282
"10/30/2011","GHA",1.5221339
"10/23/2011","GHA",1.5420245
"10/16/2011","GHA",1.5452013
"10/9/2011","GHA",1.5362901
